Summary Statistics of TFSA by FSA,,,,Contributions,,Withdrawals,,,,,,,,,,,,,,,,,,
PRUID,FSA,Number of Holders,FMV,(#),($),(#),($),,,,,,,,,,,,,,,,,
46,R5A,1610 ,41269000 ,900 ,8087000 ,460 ,3486000 ,,,,,,,,,,,,,,,,,
46,R5G,7680 ,190195000 ,4440 ,39816000 ,2060 ,15751000 ,,,,,,,,,,,,,,,,,
46,R5H,1760 ,43113000 ,1000 ,8247000 ,540 ,4156000 ,,,,,,,,,,,,,,,,,
46,R5J,400 ,9230000 ,230 ,1930000 ,100 ,723000 ,,,,,,,,,,,,,,,,,
46,R5K,2000 ,45556000 ,1170 ,8921000 ,550 ,3765000 ,,,,,,,,,,,,,,,,,
46,R5L,710 ,17487000 ,400 ,3266000 ,190 ,1377000 ,,,,,,,,,,,,,,,,,
46,R5M,830 ,25427000 ,480 ,4636000 ,210 ,1814000 ,,,,,,,,,,,,,,,,,
46,R5N,2060 ,57412000 ,1240 ,11977000 ,540 ,4584000 ,,,,,,,,,,,,,,,,,
46,R5P,260 ,9110000 ,130 ,1262000 ,60 ,494000 ,,,,,,,,,,,,,,,,,
46,R5R,500 ,17065000 ,290 ,3114000 ,110 ,1202000 ,,,,,,,,,,,,,,,,,
46,R5T,300 ,8815000 ,170 ,1611000 ,60 ,801000 ,,,,,,,,,,,,,,,,,
46,R6M,4250 ,121521000 ,2530 ,21449000 ,1220 ,9620000 ,,,,,,,,,,,,,,,,,
46,R6T,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,
46,R6W,5670 ,141110000 ,3320 ,29693000 ,1560 ,12362000 ,,,,,,,,,,,,,,,,,
46,R7A,10860 ,245426000 ,6410 ,47664000 ,3280 ,22049000 ,,,,,,,,,,,,,,,,,
46,R7B,9270 ,268840000 ,5550 ,45753000 ,2510 ,20600000 ,,,,,,,,,,,,,,,,,
46,R7C,1260 ,44530000 ,680 ,6526000 ,290 ,2893000 ,,,,,,,,,,,,,,,,,
46,R7N,3900 ,111690000 ,2230 ,16712000 ,1040 ,7561000 ,,,,,,,,,,,,,,,,,
46,R8A,2270 ,58114000 ,1330 ,10584000 ,720 ,5678000 ,,,,,,,,,,,,,,,,,
46,R8N,3730 ,65873000 ,2260 ,17661000 ,1220 ,8396000 ,,,,,,,,,,,,,,,,,
46,R9A,2600 ,52242000 ,1540 ,10604000 ,850 ,5077000 ,,,,,,,,,,,,,,,,,
TOTAL,,496300 ,12669760000 ,299070 ,2370169000 ,145440 ,1046387000 ,,,,,,,,,,,,,,,,,
47,S0A,18160 ,547402000 ,9500 ,79513000 ,4240 ,35733000 ,,,,,,,,,,,,,,,,,
47,S0C,7680 ,234329000 ,4160 ,35034000 ,1700 ,14754000 ,,,,,,,,,,,,,,,,,
47,S0E,11040 ,340614000 ,5930 ,52866000 ,2490 ,21275000 ,,,,,,,,,,,,,,,,,
47,S0G,24330 ,711649000 ,13790 ,114258000 ,6140 ,48985000 ,,,,,,,,,,,,,,,,,
47,S0H,7730 ,246015000 ,4120 ,37011000 ,1610 ,13607000 ,,,,,,,,,,,,,,,,,
47,S0J,12940 ,277218000 ,6000 ,48710000 ,3120 ,22753000 ,,,,,,,,,,,,,,,,,
47,S0K,31330 ,836321000 ,17360 ,143549000 ,7610 ,62503000 ,,,,,,,,,,,,,,,,,
47,S0L,11810 ,359883000 ,6620 ,57206000 ,2630 ,20566000 ,,,,,,,,,,,,,,,,,
47,S0M,11640 ,280190000 ,5480 ,46756000 ,2530 ,19727000 ,,,,,,,,,,,,,,,,,
47,S0N,7150 ,242787000 ,3900 ,34769000 ,1390 ,13612000 ,,,,,,,,,,,,,,,,,
47,S0P,1560 ,20252000 ,620 ,4280000 ,360 ,2072000 ,,,,,,,,,,,,,,,,,
47,S2V,380 ,14023000 ,230 ,2502000 ,100 ,760000 ,,,,,,,,,,,,,,,,,
47,S3N,7380 ,213840000 ,4330 ,33304000 ,1960 ,14539000 ,,,,,,,,,,,,,,,,,
47,S4A,5260 ,153689000 ,3120 ,23606000 ,1330 ,10560000 ,,,,,,,,,,,,,,,,,
47,S4H,5210 ,159837000 ,3120 ,25320000 ,1260 ,9419000 ,,,,,,,,,,,,,,,,,
47,S4K,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,
47,S4L,2880 ,98158000 ,1750 ,16996000 ,620 ,6155000 ,,,,,,,,,,,,,,,,,
47,S4M,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,
47,S4N,11090 ,217799000 ,6800 ,45094000 ,3380 ,20339000 ,,,,,,,,,,,,,,,,,
47,S4P,5170 ,152372000 ,2990 ,25843000 ,1420 ,11283000 ,,,,,,,,,,,,,,,,,
47,S4R,13140 ,296959000 ,7900 ,51250000 ,4030 ,24445000 ,,,,,,,,,,,,,,,,,
47,S4S,15620 ,522575000 ,9740 ,81689000 ,3600 ,31544000 ,,,,,,,,,,,,,,,,,
47,S4T,10200 ,216418000 ,6140 ,40406000 ,3210 ,18571000 ,,,,,,,,,,,,,,,,,
47,S4V,16020 ,582248000 ,10220 ,97106000 ,3460 ,34859000 ,,,,,,,,,,,,,,,,,
47,S4W,5350 ,94238000 ,3520 ,28176000 ,1750 ,13450000 ,,,,,,,,,,,,,,,,,
47,S4X,12330 ,333696000 ,7750 ,62609000 ,3380 ,25635000 ,,,,,,,,,,,,,,,,,
47,S4Y,2440 ,71569000 ,1550 ,12032000 ,640 ,5661000 ,,,,,,,,,,,,,,,,,
47,S4Z,620 ,16084000 ,380 ,3001000 ,190 ,1354000 ,,,,,,,,,,,,,,,,,
47,S6H,10900 ,284067000 ,6270 ,45292000 ,3200 ,22539000 ,,,,,,,,,,,,,,,,,
47,S6J,2350 ,83452000 ,1370 ,13231000 ,550 ,5283000 ,,,,,,,,,,,,,,,,,
47,S6K,510 ,13285000 ,300 ,2654000 ,120 ,1038000 ,,,,,,,,,,,,,,,,,
47,S6V,12190 ,288635000 ,6830 ,50125000 ,3300 ,23123000 ,,,,,,,,,,,,,,,,,
47,S6W,150 ,7569000 ,90 ,1294000 ,30 ,208000 ,,,,,,,,,,,,,,,,,
47,S6X,920 ,26899000 ,560 ,5298000 ,200 ,2381000 ,,,,,,,,,,,,,,,,,
47,S7A,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,
47,S7B,120 ,2126000 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,
47,S7C,420 ,11009000 ,220 ,1881000 ,90 ,584000 ,,,,,,,,,,,,,,,,,
47,S7H,15380 ,484780000 ,9440 ,79371000 ,3620 ,30471000 ,,,,,,,,,,,,,,,,,
47,S7J,13810 ,485422000 ,8360 ,70119000 ,3040 ,25594000 ,,,,,,,,,,,,,,,,,
47,S7K,18100 ,593588000 ,10730 ,95824000 ,4150 ,37640000 ,,,,,,,,,,,,,,,,,
47,S7L,13370 ,241008000 ,7940 ,47098000 ,4130 ,22379000 ,,,,,,,,,,,,,,,,,
47,S7M,9960 ,202574000 ,5740 ,39865000 ,2860 ,17683000 ,,,,,,,,,,,,,,,,,
47,S7N,11160 ,355839000 ,6770 ,57038000 ,2550 ,21396000 ,,,,,,,,,,,,,,,,,
47,S7P,140 ,6337000 ,70 ,688000 ,20 ,272000 ,,,,,,,,,,,,,,,,,
47,S7R,3020 ,39847000 ,1910 ,11635000 ,1060 ,5457000 ,,,,,,,,,,,,,,,,,
47,S7S,2870 ,96647000 ,1800 ,16435000 ,610 ,5430000 ,,,,,,,,,,,,,,,,,
47,S7T,7000 ,195034000 ,4340 ,38419000 ,1850 ,17241000 ,,,,,,,,,,,,,,,,,
47,S7V,6580 ,196214000 ,4100 ,39115000 ,1610 ,14779000 ,,,,,,,,,,,,,,,,,
47,S7W,6750 ,155436000 ,4110 ,36836000 ,1770 ,14529000 ,,,,,,,,,,,,,,,,,
47,S9A,4800 ,133431000 ,2650 ,20184000 ,1150 ,7689000 ,,,,,,,,,,,,,,,,,
47,S9H,7480 ,240072000 ,4260 ,37615000 ,1690 ,14153000 ,,,,,,,,,,,,,,,,,
47,S9V,5190 ,87040000 ,3340 ,20628000 ,1840 ,10114000 ,,,,,,,,,,,,,,,,,
47,S9X,2600 ,58040000 ,1420 ,9806000 ,650 ,4437000 ,,,,,,,,,,,,,,,,,
TOTAL,,414290 ,11530080000 ,239730 ,1944079000 ,104290 ,809003000 ,,,,,,,,,,,,,,,,,
48,T0A,19510 ,446194000 ,10500 ,83559000 ,5270 ,37407000 ,,,,,,,,,,,,,,,,,
48,T0B,21500 ,596113000 ,11890 ,97466000 ,5250 ,41911000 ,,,,,,,,,,,,,,,,,
48,T0C,20250 ,526026000 ,10680 ,90507000 ,5260 ,44127000 ,,,,,,,,,,,,,,,,,
48,T0E,14030 ,309261000 ,7630 ,60832000 ,4010 ,29727000 ,,,,,,,,,,,,,,,,,
48,T0G,11820 ,237851000 ,6740 ,47813000 ,3680 ,23637000 ,,,,,,,,,,,,,,,,,
48,T0H,22440 ,495278000 ,11910 ,94115000 ,5750 ,44073000 ,,,,,,,,,,,,,,,,,
48,T0J,16600 ,433342000 ,9310 ,76930000 ,4280 ,32318000 ,,,,,,,,,,,,,,,,,
48,T0K,16360 ,436526000 ,9160 ,77876000 ,4190 ,36586000 ,,,,,,,,,,,,,,,,,
48,T0L,18620 ,501339000 ,10000 ,88934000 ,4890 ,40817000 ,,,,,,,,,,,,,,,,,
48,T0M,23420 ,601789000 ,12540 ,105265000 ,6300 ,50646000 ,,,,,,,,,,,,,,,,,
48,T0P,480 ,5156000 ,230 ,1514000 ,150 ,691000 ,,,,,,,,,,,,,,,,,
48,T0V,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,
48,T1A,9900 ,268715000 ,5620 ,42921000 ,2750 ,19938000 ,,,,,,,,,,,,,,,,,
48,T1B,14140 ,436068000 ,8250 ,72800000 ,3560 ,29927000 ,,,,,,,,,,,,,,,,,
48,T1C,3780 ,99254000 ,2300 ,18257000 ,1100 ,8838000 ,,,,,,,,,,,,,,,,,
48,T1G,3770 ,82382000 ,2210 ,16035000 ,1130 ,7180000 ,,,,,,,,,,,,,,,,,
48,T1H,10140 ,215464000 ,5960 ,40763000 ,3290 ,21363000 ,,,,,,,,,,,,,,,,,
48,T1J,10580 ,272237000 ,6220 ,51653000 ,3020 ,25587000 ,,,,,,,,,,,,,,,,,
48,T1K,19000 ,564216000 ,11520 ,92645000 ,5200 ,42696000 ,,,,,,,,,,,,,,,,,
48,T1L,3440 ,78383000 ,2180 ,17596000 ,980 ,7316000 ,,,,,,,,,,,,,,,,,
48,T1M,3510 ,89933000 ,2020 ,15948000 ,930 ,6906000 ,,,,,,,,,,,,,,,,,
48,T1P,7020 ,165399000 ,4060 ,31929000 ,2030 ,14626000 ,,,,,,,,,,,,,,,,,
48,T1R,6050 ,124118000 ,3720 ,25195000 ,1900 ,12153000 ,,,,,,,,,,,,,,,,,
48,T1S,19380 ,573470000 ,10890 ,103563000 ,4610 ,42580000 ,,,,,,,,,,,,,,,,,
48,T1V,7180 ,200535000 ,4090 ,32342000 ,1990 ,16000000 ,,,,,,,,,,,,,,,,,
48,T1W,8290 ,290764000 ,5060 ,50761000 ,1980 ,21008000 ,,,,,,,,,,,,,,,,,
48,T1X,9490 ,227071000 ,5540 ,51574000 ,2460 ,22517000 ,,,,,,,,,,,,,,,,,
48,T1Y,20990 ,375031000 ,13070 ,87731000 ,6630 ,40612000 ,,,,,,,,,,,,,,,,,
48,T1Z,550 ,12291000 ,310 ,4674000 ,130 ,1417000 ,,,,,,,,,,,,,,,,,
48,T2A,20790 ,307915000 ,12480 ,79164000 ,6960 ,43133000 ,,,,,,,,,,,,,,,,,
48,T2B,7950 ,119369000 ,4620 ,28801000 ,2670 ,15446000 ,,,,,,,,,,,,,,,,,
48,T2C,9440 ,243113000 ,5560 ,45407000 ,2570 ,19733000 ,,,,,,,,,,,,,,,,,
48,T2E,16670 ,445742000 ,10110 ,91440000 ,4550 ,38329000 ,,,,,,,,,,,,,,,,,
48,T2G,7210 ,187879000 ,4370 ,44826000 ,2020 ,17935000 ,,,,,,,,,,,,,,,,,
48,T2H,4380 ,108387000 ,2560 ,19365000 ,1230 ,8981000 ,,,,,,,,,,,,,,,,,
48,T2J,21750 ,744118000 ,12990 ,116078000 ,4960 ,42458000 ,,,,,,,,,,,,,,,,,
48,T2K,15620 ,409610000 ,9180 ,72485000 ,4100 ,32387000 ,,,,,,,,,,,,,,,,,
48,T2L,7040 ,259921000 ,4230 ,42461000 ,1440 ,14741000 ,,,,,,,,,,,,,,,,,
48,T2M,10300 ,336936000 ,6180 ,62867000 ,2400 ,24099000 ,,,,,,,,,,,,,,,,,
48,T2N,12730 ,481527000 ,7820 ,80986000 ,2670 ,29914000 ,,,,,,,,,,,,,,,,,
48,T2P,7230 ,221297000 ,4550 ,45080000 ,1830 ,17236000 ,,,,,,,,,,,,,,,,,
48,T2R,8480 ,219161000 ,5620 ,57481000 ,2490 ,21550000 ,,,,,,,,,,,,,,,,,
48,T2S,7780 ,289292000 ,4870 ,53139000 ,1780 ,20148000 ,,,,,,,,,,,,,,,,,
48,T2T,15060 ,527046000 ,9100 ,95104000 ,3350 ,34395000 ,,,,,,,,,,,,,,,,,
48,T2V,16350 ,560521000 ,9800 ,90731000 ,3820 ,37346000 ,,,,,,,,,,,,,,,,,
48,T2W,19590 ,581827000 ,11490 ,97954000 ,4760 ,38186000 ,,,,,,,,,,,,,,,,,
48,T2X,23810 ,558759000 ,14240 ,123483000 ,6850 ,56014000 ,,,,,,,,,,,,,,,,,
48,T2Y,27880 ,668189000 ,17360 ,142251000 ,8060 ,61313000 ,,,,,,,,,,,,,,,,,
48,T2Z,29890 ,655492000 ,18220 ,144966000 ,8660 ,63960000 ,,,,,,,,,,,,,,,,,
48,T3A,28040 ,1043544000 ,17190 ,172527000 ,5550 ,57539000 ,,,,,,,,,,,,,,,,,
48,T3B,17820 ,582945000 ,10360 ,94024000 ,3980 ,36693000 ,,,,,,,,,,,,,,,,,
48,T3C,10830 ,290930000 ,6650 ,58689000 ,2890 ,23763000 ,,,,,,,,,,,,,,,,,
48,T3E,19610 ,597745000 ,11710 ,107358000 ,4780 ,40986000 ,,,,,,,,,,,,,,,,,
48,T3G,28590 ,863906000 ,17350 ,166919000 ,6640 ,61965000 ,,,,,,,,,,,,,,,,,
48,T3H,37210 ,1362954000 ,22410 ,246701000 ,7300 ,84528000 ,,,,,,,,,,,,,,,,,
48,T3J,28040 ,334764000 ,18660 ,125249000 ,9250 ,58931000 ,,,,,,,,,,,,,,,,,
48,T3K,36040 ,849678000 ,21980 ,188486000 ,9930 ,77169000 ,,,,,,,,,,,,,,,,,
48,T3L,15250 ,522508000 ,9110 ,90890000 ,3100 ,32268000 ,,,,,,,,,,,,,,,,,
48,T3M,22740 ,477121000 ,13690 ,124260000 ,6780 ,56285000 ,,,,,,,,,,,,,,,,,
48,T3N,11170 ,104423000 ,7540 ,54769000 ,4210 ,27831000 ,,,,,,,,,,,,,,,,,
48,T3P,10630 ,181603000 ,6650 ,57553000 ,3360 ,26059000 ,,,,,,,,,,,,,,,,,
48,T3R,14780 ,341416000 ,9100 ,91206000 ,4040 ,37529000 ,,,,,,,,,,,,,,,,,
48,T3S,120 ,2969000 ,60 ,726000 ,30 ,349000 ,,,,,,,,,,,,,,,,,
48,T3T,0 ,0 ,60 ,409000 ,0 ,0 ,,,,,,,,,,,,,,,,,
48,T3Z,6240 ,273900000 ,3560 ,41744000 ,910 ,12324000 ,,,,,,,,,,,,,,,,,
48,T4A,8040 ,166397000 ,4660 ,38378000 ,2410 ,18132000 ,,,,,,,,,,,,,,,,,
48,T4B,21570 ,386184000 ,12760 ,96575000 ,7080 ,49426000 ,,,,,,,,,,,,,,,,,
48,T4C,16330 ,441303000 ,9300 ,85845000 ,4220 ,37734000 ,,,,,,,,,,,,,,,,,
48,T4E,2210 ,82695000 ,1220 ,11298000 ,430 ,4493000 ,,,,,,,,,,,,,,,,,
48,T4G,4970 ,154198000 ,2710 ,22398000 ,1240 ,10110000 ,,,,,,,,,,,,,,,,,
48,T4H,5020 ,154831000 ,2830 ,25079000 ,1220 ,10481000 ,,,,,,,,,,,,,,,,,
48,T4J,4680 ,117630000 ,2570 ,20709000 ,1260 ,8943000 ,,,,,,,,,,,,,,,,,
48,T4L,7120 ,186029000 ,4100 ,35524000 ,1990 ,16596000 ,,,,,,,,,,,,,,,,,
48,T4M,2470 ,34974000 ,1510 ,10068000 ,890 ,5343000 ,,,,,,,,,,,,,,,,,
48,T4N,11140 ,275779000 ,6330 ,49771000 ,3230 ,23717000 ,,,,,,,,,,,,,,,,,
48,T4P,12390 ,261718000 ,7350 ,55728000 ,3990 ,27905000 ,,,,,,,,,,,,,,,,,
48,T4R,15760 ,415745000 ,9460 ,77265000 ,4280 ,33704000 ,,,,,,,,,,,,,,,,,
48,T4S,7740 ,172094000 ,4230 ,36344000 ,2200 ,17068000 ,,,,,,,,,,,,,,,,,
48,T4T,5140 ,140829000 ,2730 ,24354000 ,1170 ,8915000 ,,,,,,,,,,,,,,,,,
48,T4V,8660 ,257866000 ,5000 ,40223000 ,2240 ,18620000 ,,,,,,,,,,,,,,,,,
48,T4X,10650 ,250769000 ,6190 ,54823000 ,2880 ,23474000 ,,,,,,,,,,,,,,,,,
48,T5A,12380 ,253243000 ,7300 ,50954000 ,3880 ,23704000 ,,,,,,,,,,,,,,,,,
48,T5B,5440 ,93553000 ,3120 ,21998000 ,1760 ,12032000 ,,,,,,,,,,,,,,,,,
48,T5C,5700 ,130518000 ,3300 ,21468000 ,1600 ,9444000 ,,,,,,,,,,,,,,,,,
48,T5E,11370 ,257086000 ,6520 ,48712000 ,3280 ,22098000 ,,,,,,,,,,,,,,,,,
48,T5G,4410 ,75677000 ,2510 ,17369000 ,1400 ,8785000 ,,,,,,,,,,,,,,,,,
48,T5H,8950 ,151721000 ,5230 ,36362000 ,2810 ,17978000 ,,,,,,,,,,,,,,,,,
48,T5J,3430 ,87278000 ,2040 ,19298000 ,950 ,8808000 ,,,,,,,,,,,,,,,,,
48,T5K,10470 ,295143000 ,6600 ,58441000 ,3040 ,25628000 ,,,,,,,,,,,,,,,,,
48,T5L,6590 ,142191000 ,3900 ,26207000 ,2100 ,12933000 ,,,,,,,,,,,,,,,,,
48,T5M,6020 ,144838000 ,3560 ,28795000 ,1730 ,12351000 ,,,,,,,,,,,,,,,,,
48,T5N,6960 ,238543000 ,4260 ,41652000 ,1630 ,15598000 ,,,,,,,,,,,,,,,,,
48,T5P,7590 ,138591000 ,4620 ,29018000 ,2520 ,15962000 ,,,,,,,,,,,,,,,,,
48,T5R,11280 ,346669000 ,6710 ,55827000 ,2730 ,22736000 ,,,,,,,,,,,,,,,,,
48,T5S,2920 ,49893000 ,1700 ,13386000 ,910 ,6778000 ,,,,,,,,,,,,,,,,,
48,T5T,31940 ,699014000 ,19580 ,145476000 ,9670 ,66684000 ,,,,,,,,,,,,,,,,,
48,T5V,140 ,3749000 ,80 ,852000 ,30 ,304000 ,,,,,,,,,,,,,,,,,
48,T5W,7660 ,161018000 ,4280 ,30532000 ,2290 ,14574000 ,,,,,,,,,,,,,,,,,
48,T5X,16040 ,373534000 ,9590 ,70258000 ,4620 ,31425000 ,,,,,,,,,,,,,,,,,
48,T5Y,19610 ,338867000 ,12050 ,85089000 ,6290 ,42185000 ,,,,,,,,,,,,,,,,,
48,T5Z,14360 ,339750000 ,8730 ,72666000 ,3950 ,31069000 ,,,,,,,,,,,,,,,,,
48,T6A,6790 ,209351000 ,4010 ,36081000 ,1640 ,14555000 ,,,,,,,,,,,,,,,,,
48,T6B,4560 ,138404000 ,2700 ,22508000 ,1130 ,9097000 ,,,,,,,,,,,,,,,,,
48,T6C,9030 ,269039000 ,5290 ,49233000 ,2250 ,20442000 ,,,,,,,,,,,,,,,,,
48,T6E,9950 ,265111000 ,5970 ,54647000 ,2650 ,22631000 ,,,,,,,,,,,,,,,,,
48,T6G,4690 ,168667000 ,2850 ,29029000 ,1010 ,10484000 ,,,,,,,,,,,,,,,,,
48,T6H,12210 ,386330000 ,7290 ,67135000 ,2920 ,25771000 ,,,,,,,,,,,,,,,,,
48,T6J,21630 ,708797000 ,13100 ,118436000 ,4950 ,43794000 ,,,,,,,,,,,,,,,,,
48,T6K,10680 ,236217000 ,6460 ,43228000 ,3230 ,20829000 ,,,,,,,,,,,,,,,,,
48,T6L,19480 ,419153000 ,11610 ,84601000 ,5620 ,36296000 ,,,,,,,,,,,,,,,,,
48,T6M,14690 ,401129000 ,9000 ,81629000 ,3850 ,32740000 ,,,,,,,,,,,,,,,,,
48,T6N,40 ,811000 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,
48,T6P,550 ,7112000 ,300 ,1668000 ,190 ,1181000 ,,,,,,,,,,,,,,,,,
48,T6R,23370 ,831589000 ,14250 ,150885000 ,4950 ,50854000 ,,,,,,,,,,,,,,,,,
48,T6S,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,
48,T6T,17440 ,267047000 ,11390 ,85177000 ,5590 ,38325000 ,,,,,,,,,,,,,,,,,
48,T6V,8940 ,187441000 ,5590 ,44941000 ,2760 ,18843000 ,,,,,,,,,,,,,,,,,
48,T6W,33020 ,690040000 ,20620 ,195870000 ,10120 ,84663000 ,,,,,,,,,,,,,,,,,
48,T6X,18660 ,283925000 ,11920 ,94192000 ,6050 ,41649000 ,,,,,,,,,,,,,,,,,
48,T6Y,110 ,4403000 ,70 ,819000 ,20 ,355000 ,,,,,,,,,,,,,,,,,
48,T7A,5150 ,120948000 ,2990 ,22383000 ,1560 ,11031000 ,,,,,,,,,,,,,,,,,
48,T7E,5280 ,111021000 ,2930 ,22641000 ,1430 ,10003000 ,,,,,,,,,,,,,,,,,
48,T7N,3530 ,104183000 ,2100 ,17754000 ,950 ,7513000 ,,,,,,,,,,,,,,,,,
48,T7P,2950 ,82628000 ,1620 ,12459000 ,780 ,5883000 ,,,,,,,,,,,,,,,,,
48,T7S,4780 ,88190000 ,2790 ,19033000 ,1480 ,8528000 ,,,,,,,,,,,,,,,,,
48,T7V,4210 ,91170000 ,2480 ,18004000 ,1290 ,8569000 ,,,,,,,,,,,,,,,,,
48,T7X,18060 ,384556000 ,10220 ,81534000 ,5250 ,37529000 ,,,,,,,,,,,,,,,,,
48,T7Y,7610 ,216073000 ,4150 ,36907000 ,1740 ,15719000 ,,,,,,,,,,,,,,,,,
48,T7Z,7900 ,190674000 ,4220 ,33748000 ,2190 ,16738000 ,,,,,,,,,,,,,,,,,
48,T8A,20830 ,668941000 ,12490 ,108602000 ,4760 ,40548000 ,,,,,,,,,,,,,,,,,
48,T8B,3780 ,152590000 ,2150 ,23759000 ,670 ,8243000 ,,,,,,,,,,,,,,,,,
48,T8C,2040 ,68023000 ,1140 ,11500000 ,410 ,3990000 ,,,,,,,,,,,,,,,,,
48,T8E,3820 ,111347000 ,2120 ,20319000 ,830 ,7770000 ,,,,,,,,,,,,,,,,,
48,T8G,2030 ,51083000 ,1100 ,8892000 ,490 ,4147000 ,,,,,,,,,,,,,,,,,
48,T8H,14140 ,372077000 ,8450 ,70336000 ,3800 ,31190000 ,,,,,,,,,,,,,,,,,
48,T8L,12150 ,305621000 ,7090 ,58402000 ,3360 ,24355000 ,,,,,,,,,,,,,,,,,
48,T8N,32330 ,1017697000 ,19440 ,172338000 ,7950 ,68583000 ,,,,,,,,,,,,,,,,,
48,T8R,6110 ,131758000 ,3570 ,27788000 ,1820 ,13031000 ,,,,,,,,,,,,,,,,,
48,T8S,3210 ,70985000 ,1890 ,15627000 ,870 ,5663000 ,,,,,,,,,,,,,,,,,
48,T8T,3460 ,126714000 ,1990 ,20372000 ,630 ,7103000 ,,,,,,,,,,,,,,,,,
48,T8V,11440 ,207984000 ,6640 ,46667000 ,3620 ,23529000 ,,,,,,,,,,,,,,,,,
48,T8W,8020 ,175578000 ,4760 ,39945000 ,2260 ,17804000 ,,,,,,,,,,,,,,,,,
48,T8X,8530 ,167257000 ,5060 ,39587000 ,2560 ,18683000 ,,,,,,,,,,,,,,,,,
48,T9A,5420 ,137436000 ,3050 ,21343000 ,1500 ,9738000 ,,,,,,,,,,,,,,,,,
48,T9C,2920 ,79106000 ,1560 ,12763000 ,730 ,5136000 ,,,,,,,,,,,,,,,,,
48,T9E,13100 ,284650000 ,7610 ,56158000 ,4000 ,29660000 ,,,,,,,,,,,,,,,,,
48,T9G,2660 ,61221000 ,1490 ,10886000 ,750 ,5412000 ,,,,,,,,,,,,,,,,,
48,T9H,10500 ,181327000 ,6370 ,52900000 ,3410 ,25600000 ,,,,,,,,,,,,,,,,,
48,T9J,1330 ,23224000 ,840 ,6908000 ,410 ,2933000 ,,,,,,,,,,,,,,,,,
48,T9K,16850 ,347641000 ,10610 ,97936000 ,5240 ,43943000 ,,,,,,,,,,,,,,,,,
48,T9M,6980 ,146211000 ,4310 ,35144000 ,2140 ,14769000 ,,,,,,,,,,,,,,,,,
48,T9N,4360 ,109467000 ,2470 ,18932000 ,1180 ,8904000 ,,,,,,,,,,,,,,,,,
48,T9S,2940 ,77832000 ,1760 ,15788000 ,830 ,6773000 ,,,,,,,,,,,,,,,,,
48,T9V,9270 ,263594000 ,5570 ,46922000 ,2320 ,16964000 ,,,,,,,,,,,,,,,,,
48,T9W,3580 ,84606000 ,2230 ,15294000 ,1110 ,7740000 ,,,,,,,,,,,,,,,,,
48,T9X,2580 ,74423000 ,1530 ,11631000 ,640 ,5412000 ,,,,,,,,,,,,,,,,,
TOTAL,,1746260 ,44604381000 ,1036780 ,8787037000 ,474440 ,3761946000 ,,,,,,,,,,,,,,,,,
59,V0A,6510 ,184889000 ,3560 ,33752000 ,1550 ,13191000 ,,,,,,,,,,,,,,,,,
59,V0B,15210 ,450265000 ,8340 ,78292000 ,3900 ,34007000 ,,,,,,,,,,,,,,,,,
59,V0C,8000 ,157192000 ,4220 ,32397000 ,2140 ,16405000 ,,,,,,,,,,,,,,,,,
59,V0E,28280 ,808359000 ,14540 ,141265000 ,7060 ,67662000 ,,,,,,,,,,,,,,,,,
59,V0G,10690 ,319379000 ,5330 ,51829000 ,2410 ,22209000 ,,,,,,,,,,,,,,,,,
59,V0H,27020 ,935727000 ,14130 ,147373000 ,6350 ,65906000 ,,,,,,,,,,,,,,,,,
59,V0J,16850 ,370331000 ,8860 ,74323000 ,4460 ,35779000 ,,,,,,,,,,,,,,,,,
59,V0K,12430 ,320909000 ,6120 ,56182000 ,3270 ,29650000 ,,,,,,,,,,,,,,,,,
59,V0L,1310 ,34131000 ,640 ,5503000 ,320 ,2609000 ,,,,,,,,,,,,,,,,,
59,V0M,4360 ,124500000 ,2190 ,20735000 ,1140 ,10243000 ,,,,,,,,,,,,,,,,,
59,V0N,31980 ,1011272000 ,16790 ,174606000 ,7680 ,78962000 ,,,,,,,,,,,,,,,,,
59,V0P,2430 ,78116000 ,1200 ,12678000 ,520 ,5414000 ,,,,,,,,,,,,,,,,,
59,V0R,30540 ,953216000 ,15900 ,158666000 ,7370 ,73071000 ,,,,,,,,,,,,,,,,,
59,V0S,120 ,3304000 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,
59,V0T,2400 ,45571000 ,1130 ,10107000 ,560 ,4912000 ,,,,,,,,,,,,,,,,,
59,V0V,300 ,3897000 ,140 ,1175000 ,90 ,726000 ,,,,,,,,,,,,,,,,,
59,V0W,150 ,4823000 ,60 ,806000 ,20 ,138000 ,,,,,,,,,,,,,,,,,
59,V0X,8320 ,226983000 ,4000 ,42502000 ,2060 ,19266000 ,,,,,,,,,,,,,,,,,
