Summary Statistics of TFSA by FSA,,,,Contributions,,Withdrawals,,,,,,,,,,,,,,,,,,
PRUID,FSA,Number of Holders,FMV,(#),($),(#),($),,,,,,,,,,,,,,,,,
35,L0A,6390 ,175228000 ,3700 ,35888000 ,1800 ,14878000 ,,,,,,,,,,,,,,,,,
35,L0B,7030 ,200433000 ,3940 ,39396000 ,1820 ,16508000 ,,,,,,,,,,,,,,,,,
35,L0C,4520 ,122309000 ,2490 ,25049000 ,1210 ,10962000 ,,,,,,,,,,,,,,,,,
35,L0E,8350 ,195614000 ,4620 ,39905000 ,2500 ,20291000 ,,,,,,,,,,,,,,,,,
35,L0G,19990 ,537599000 ,11360 ,114032000 ,5170 ,50455000 ,,,,,,,,,,,,,,,,,
35,L0H,780 ,27374000 ,430 ,5500000 ,160 ,1486000 ,,,,,,,,,,,,,,,,,
35,L0J,2470 ,89631000 ,1390 ,18763000 ,430 ,6493000 ,,,,,,,,,,,,,,,,,
35,L0K,15630 ,420397000 ,9010 ,81951000 ,4720 ,42320000 ,,,,,,,,,,,,,,,,,
35,L0L,18740 ,541427000 ,10920 ,110509000 ,5130 ,46721000 ,,,,,,,,,,,,,,,,,
35,L0M,14220 ,310175000 ,8500 ,73197000 ,4720 ,36708000 ,,,,,,,,,,,,,,,,,
35,L0N,1280 ,36949000 ,710 ,6570000 ,320 ,3237000 ,,,,,,,,,,,,,,,,,
35,L0P,3730 ,131846000 ,2130 ,24215000 ,810 ,9821000 ,,,,,,,,,,,,,,,,,
35,L0R,37370 ,1052121000 ,21750 ,210674000 ,10110 ,92151000 ,,,,,,,,,,,,,,,,,
35,L0S,28370 ,1037139000 ,16120 ,173854000 ,6760 ,74305000 ,,,,,,,,,,,,,,,,,
35,L1A,6950 ,218518000 ,3980 ,36898000 ,1950 ,17178000 ,,,,,,,,,,,,,,,,,
35,L1B,5910 ,176764000 ,3440 ,36175000 ,1750 ,15950000 ,,,,,,,,,,,,,,,,,
35,L1C,19210 ,411777000 ,11320 ,102684000 ,6310 ,51098000 ,,,,,,,,,,,,,,,,,
35,L1E,12390 ,280898000 ,7510 ,68789000 ,3920 ,31677000 ,,,,,,,,,,,,,,,,,
35,L1G,17810 ,438439000 ,10630 ,89293000 ,5920 ,43628000 ,,,,,,,,,,,,,,,,,
35,L1H,11740 ,236254000 ,6850 ,54881000 ,3980 ,28969000 ,,,,,,,,,,,,,,,,,
35,L1J,16020 ,326359000 ,9510 ,76972000 ,5580 ,38949000 ,,,,,,,,,,,,,,,,,
35,L1K,16960 ,337830000 ,10360 ,88528000 ,5540 ,40371000 ,,,,,,,,,,,,,,,,,
35,L1L,4620 ,68638000 ,2850 ,24053000 ,1650 ,13738000 ,,,,,,,,,,,,,,,,,
35,L1M,9180 ,221110000 ,5430 ,53785000 ,2570 ,23062000 ,,,,,,,,,,,,,,,,,
35,L1N,22400 ,580336000 ,13690 ,122948000 ,6820 ,57736000 ,,,,,,,,,,,,,,,,,
35,L1P,8880 ,195018000 ,5580 ,54853000 ,2790 ,25335000 ,,,,,,,,,,,,,,,,,
35,L1R,19110 ,462536000 ,12010 ,112231000 ,5750 ,52349000 ,,,,,,,,,,,,,,,,,
35,L1S,18890 ,422358000 ,11810 ,95389000 ,6030 ,44991000 ,,,,,,,,,,,,,,,,,
35,L1T,23250 ,451164000 ,15110 ,127702000 ,7590 ,58793000 ,,,,,,,,,,,,,,,,,
35,L1V,25770 ,679481000 ,16100 ,148583000 ,7510 ,65545000 ,,,,,,,,,,,,,,,,,
35,L1W,8860 ,234785000 ,5430 ,50468000 ,2600 ,22571000 ,,,,,,,,,,,,,,,,,
35,L1X,10760 ,226777000 ,6850 ,62797000 ,3510 ,29736000 ,,,,,,,,,,,,,,,,,
35,L1Y,980 ,33783000 ,560 ,6026000 ,220 ,2424000 ,,,,,,,,,,,,,,,,,
35,L1Z,13100 ,198050000 ,8420 ,71735000 ,4620 ,34375000 ,,,,,,,,,,,,,,,,,
35,L2A,6020 ,148643000 ,3330 ,29445000 ,1760 ,13565000 ,,,,,,,,,,,,,,,,,
35,L2E,6580 ,155692000 ,3640 ,28457000 ,1940 ,15008000 ,,,,,,,,,,,,,,,,,
35,L2G,10570 ,245319000 ,6030 ,50842000 ,3160 ,25135000 ,,,,,,,,,,,,,,,,,
35,L2H,11470 ,288765000 ,6780 ,63036000 ,3250 ,29706000 ,,,,,,,,,,,,,,,,,
35,L2J,6790 ,214718000 ,4020 ,37063000 ,1730 ,16147000 ,,,,,,,,,,,,,,,,,
35,L2M,13240 ,369837000 ,7600 ,66644000 ,3800 ,31364000 ,,,,,,,,,,,,,,,,,
35,L2N,14080 ,476313000 ,8140 ,79636000 ,3580 ,35377000 ,,,,,,,,,,,,,,,,,
35,L2P,5280 ,116572000 ,3030 ,24859000 ,1700 ,13824000 ,,,,,,,,,,,,,,,,,
35,L2R,8770 ,217725000 ,4970 ,42564000 ,2530 ,19045000 ,,,,,,,,,,,,,,,,,
35,L2S,7490 ,217116000 ,4450 ,41898000 ,1980 ,17334000 ,,,,,,,,,,,,,,,,,
35,L2T,4710 ,152425000 ,2720 ,25729000 ,1210 ,12031000 ,,,,,,,,,,,,,,,,,
35,L2V,6790 ,151309000 ,3930 ,32872000 ,2030 ,15513000 ,,,,,,,,,,,,,,,,,
35,L2W,840 ,28977000 ,490 ,4975000 ,180 ,1837000 ,,,,,,,,,,,,,,,,,
35,L3B,8180 ,202794000 ,4580 ,37403000 ,2500 ,18277000 ,,,,,,,,,,,,,,,,,
35,L3C,13590 ,373968000 ,7800 ,70103000 ,3970 ,32938000 ,,,,,,,,,,,,,,,,,
35,L3K,7570 ,212907000 ,4270 ,36984000 ,2210 ,18188000 ,,,,,,,,,,,,,,,,,
35,L3L,330 ,12211000 ,170 ,1885000 ,40 ,498000 ,,,,,,,,,,,,,,,,,
35,L3M,12930 ,388168000 ,7650 ,73638000 ,3580 ,33045000 ,,,,,,,,,,,,,,,,,
35,L3P,20700 ,729969000 ,12490 ,138508000 ,4290 ,51315000 ,,,,,,,,,,,,,,,,,
35,L3R,35720 ,1280040000 ,21760 ,248332000 ,6830 ,94689000 ,,,,,,,,,,,,,,,,,
35,L3S,27610 ,671496000 ,17760 ,162122000 ,6790 ,65868000 ,,,,,,,,,,,,,,,,,
35,L3T,27500 ,984803000 ,16970 ,188916000 ,6080 ,73656000 ,,,,,,,,,,,,,,,,,
35,L3V,19710 ,568956000 ,11630 ,106645000 ,5890 ,50665000 ,,,,,,,,,,,,,,,,,
35,L3X,20490 ,504275000 ,12320 ,124684000 ,5480 ,54505000 ,,,,,,,,,,,,,,,,,
35,L3Y,20190 ,556108000 ,11950 ,111609000 ,5510 ,51528000 ,,,,,,,,,,,,,,,,,
35,L3Z,15610 ,298804000 ,9130 ,81369000 ,4770 ,40550000 ,,,,,,,,,,,,,,,,,
35,L4A,23400 ,700365000 ,13600 ,150365000 ,5750 ,63985000 ,,,,,,,,,,,,,,,,,
35,L4B,20980 ,772516000 ,12540 ,155713000 ,4110 ,54541000 ,,,,,,,,,,,,,,,,,
35,L4C,36340 ,1097477000 ,21690 ,230205000 ,8440 ,92161000 ,,,,,,,,,,,,,,,,,
35,L4E,25020 ,662374000 ,14660 ,171511000 ,5850 ,67704000 ,,,,,,,,,,,,,,,,,
35,L4G,29680 ,890530000 ,17530 ,194727000 ,6980 ,78602000 ,,,,,,,,,,,,,,,,,
35,L4H,32720 ,783334000 ,19330 ,215644000 ,8440 ,92992000 ,,,,,,,,,,,,,,,,,
35,L4J,39640 ,1409989000 ,23780 ,279014000 ,8490 ,106904000 ,,,,,,,,,,,,,,,,,
35,L4K,8910 ,262411000 ,5440 ,57128000 ,2380 ,25540000 ,,,,,,,,,,,,,,,,,
35,L4L,29210 ,929998000 ,16500 ,180539000 ,6690 ,78209000 ,,,,,,,,,,,,,,,,,
35,L4M,18430 ,421616000 ,11060 ,96830000 ,5980 ,46992000 ,,,,,,,,,,,,,,,,,
35,L4N,39060 ,876618000 ,23570 ,206679000 ,12830 ,102726000 ,,,,,,,,,,,,,,,,,
35,L4P,11050 ,217224000 ,6320 ,56696000 ,3490 ,26933000 ,,,,,,,,,,,,,,,,,
35,L4R,7850 ,233615000 ,4490 ,40523000 ,2360 ,20882000 ,,,,,,,,,,,,,,,,,
35,L4S,18660 ,582647000 ,11360 ,137445000 ,3940 ,49877000 ,,,,,,,,,,,,,,,,,
35,L4T,14910 ,221946000 ,9650 ,64777000 ,4980 ,34784000 ,,,,,,,,,,,,,,,,,
35,L4V,40 ,1393000 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,
35,L4W,10760 ,348414000 ,6460 ,62627000 ,2720 ,27911000 ,,,,,,,,,,,,,,,,,
35,L4X,7730 ,165913000 ,4860 ,38433000 ,2430 ,18173000 ,,,,,,,,,,,,,,,,,
35,L4Y,11060 ,314872000 ,6770 ,58647000 ,3100 ,28716000 ,,,,,,,,,,,,,,,,,
35,L4Z,17950 ,412924000 ,11530 ,98173000 ,5380 ,44580000 ,,,,,,,,,,,,,,,,,
35,L5A,20840 ,421541000 ,13700 ,103082000 ,7270 ,54178000 ,,,,,,,,,,,,,,,,,
35,L5B,29370 ,643004000 ,19570 ,165224000 ,9570 ,82642000 ,,,,,,,,,,,,,,,,,
35,L5C,14500 ,373106000 ,9260 ,81048000 ,4230 ,37329000 ,,,,,,,,,,,,,,,,,
35,L5E,6250 ,192602000 ,3680 ,35832000 ,1510 ,15300000 ,,,,,,,,,,,,,,,,,
35,L5G,10330 ,368390000 ,6180 ,66901000 ,2470 ,27743000 ,,,,,,,,,,,,,,,,,
35,L5H,9220 ,361748000 ,5390 ,66734000 ,1920 ,24345000 ,,,,,,,,,,,,,,,,,
35,L5J,13960 ,425522000 ,8910 ,84130000 ,3950 ,37708000 ,,,,,,,,,,,,,,,,,
35,L5K,6120 ,175936000 ,3850 ,36637000 ,1640 ,14765000 ,,,,,,,,,,,,,,,,,
35,L5L,22090 ,684797000 ,13870 ,131961000 ,5920 ,54830000 ,,,,,,,,,,,,,,,,,
35,L5M,48840 ,1312071000 ,30590 ,318666000 ,12840 ,127160000 ,,,,,,,,,,,,,,,,,
35,L5N,38960 ,876362000 ,24960 ,219888000 ,11840 ,94575000 ,,,,,,,,,,,,,,,,,
35,L5P,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,
35,L5R,18980 ,473535000 ,12160 ,109090000 ,5610 ,51664000 ,,,,,,,,,,,,,,,,,
35,L5S,80 ,1917000 ,40 ,386000 ,20 ,168000 ,,,,,,,,,,,,,,,,,
35,L5T,110 ,3152000 ,70 ,722000 ,30 ,364000 ,,,,,,,,,,,,,,,,,
35,L5V,24540 ,592264000 ,16140 ,154196000 ,7090 ,66541000 ,,,,,,,,,,,,,,,,,
35,L5W,11200 ,235609000 ,7330 ,69736000 ,3210 ,28779000 ,,,,,,,,,,,,,,,,,
35,L6A,40780 ,1035386000 ,24540 ,272309000 ,10300 ,113581000 ,,,,,,,,,,,,,,,,,
35,L6B,15560 ,359405000 ,9890 ,106688000 ,4400 ,44053000 ,,,,,,,,,,,,,,,,,
35,L6C,27230 ,940583000 ,16320 ,211417000 ,5360 ,71936000 ,,,,,,,,,,,,,,,,,
35,L6E,19040 ,524624000 ,11680 ,133075000 ,4330 ,48625000 ,,,,,,,,,,,,,,,,,
35,L6G,3590 ,104141000 ,2270 ,28336000 ,960 ,11948000 ,,,,,,,,,,,,,,,,,
35,L6H,33490 ,1037240000 ,20290 ,233818000 ,7940 ,90337000 ,,,,,,,,,,,,,,,,,
35,L6J,13230 ,586759000 ,7920 ,95382000 ,2230 ,32546000 ,,,,,,,,,,,,,,,,,
35,L6K,6630 ,217276000 ,3970 ,41440000 ,1630 ,16846000 ,,,,,,,,,,,,,,,,,
35,L6L,15310 ,587051000 ,8950 ,103390000 ,3230 ,38316000 ,,,,,,,,,,,,,,,,,
35,L6M,32660 ,1005687000 ,19780 ,233472000 ,7440 ,86559000 ,,,,,,,,,,,,,,,,,
35,L6P,40430 ,692251000 ,26700 ,236869000 ,12840 ,120889000 ,,,,,,,,,,,,,,,,,
35,L6R,39920 ,632991000 ,27390 ,214242000 ,13870 ,116853000 ,,,,,,,,,,,,,,,,,
35,L6S,24600 ,478463000 ,16190 ,117898000 ,8260 ,58600000 ,,,,,,,,,,,,,,,,,
35,L6T,16060 ,245005000 ,10570 ,70319000 ,5940 ,39840000 ,,,,,,,,,,,,,,,,,
35,L6V,17420 ,260344000 ,11470 ,80357000 ,6520 ,40982000 ,,,,,,,,,,,,,,,,,
35,L6W,10180 ,222374000 ,6470 ,51597000 ,3300 ,25903000 ,,,,,,,,,,,,,,,,,
35,L6X,31810 ,483045000 ,20900 ,166044000 ,10910 ,80905000 ,,,,,,,,,,,,,,,,,
35,L6Y,41280 ,767883000 ,26890 ,220477000 ,12700 ,104397000 ,,,,,,,,,,,,,,,,,
35,L6Z,15020 ,313464000 ,9760 ,83340000 ,4870 ,38291000 ,,,,,,,,,,,,,,,,,
35,L7A,40790 ,520625000 ,27540 ,209134000 ,14670 ,107561000 ,,,,,,,,,,,,,,,,,
35,L7B,8280 ,281282000 ,4590 ,59306000 ,1620 ,20692000 ,,,,,,,,,,,,,,,,,
35,L7C,14730 ,351908000 ,9010 ,90020000 ,4180 ,42512000 ,,,,,,,,,,,,,,,,,
35,L7E,16040 ,412138000 ,9370 ,90160000 ,4130 ,37998000 ,,,,,,,,,,,,,,,,,
35,L7G,22020 ,620627000 ,13260 ,134274000 ,5840 ,55853000 ,,,,,,,,,,,,,,,,,
35,L7J,5740 ,143140000 ,3370 ,29848000 ,1630 ,12815000 ,,,,,,,,,,,,,,,,,
35,L7K,3950 ,119950000 ,2250 ,22872000 ,960 ,8981000 ,,,,,,,,,,,,,,,,,
35,L7L,22380 ,690256000 ,13400 ,140830000 ,5630 ,57990000 ,,,,,,,,,,,,,,,,,
35,L7M,23300 ,731952000 ,14090 ,152846000 ,5810 ,62790000 ,,,,,,,,,,,,,,,,,
35,L7N,6690 ,250144000 ,3970 ,45219000 ,1620 ,17012000 ,,,,,,,,,,,,,,,,,
35,L7P,14230 ,436507000 ,8420 ,80113000 ,3730 ,34467000 ,,,,,,,,,,,,,,,,,
35,L7R,8300 ,275177000 ,5070 ,51979000 ,2250 ,20991000 ,,,,,,,,,,,,,,,,,
35,L7S,6140 ,226547000 ,3630 ,36218000 ,1580 ,16718000 ,,,,,,,,,,,,,,,,,
35,L7T,9120 ,336927000 ,5310 ,54287000 ,2280 ,23737000 ,,,,,,,,,,,,,,,,,
35,L8B,9660 ,260455000 ,5850 ,59579000 ,2610 ,26059000 ,,,,,,,,,,,,,,,,,
35,L8E,16580 ,428155000 ,9700 ,92002000 ,4610 ,41383000 ,,,,,,,,,,,,,,,,,
35,L8G,9840 ,316821000 ,5590 ,52175000 ,2450 ,23565000 ,,,,,,,,,,,,,,,,,
35,L8H,8260 ,124905000 ,4820 ,31907000 ,2880 ,17305000 ,,,,,,,,,,,,,,,,,
35,L8J,10960 ,240745000 ,6630 ,62214000 ,3310 ,27535000 ,,,,,,,,,,,,,,,,,
35,L8K,12070 ,280158000 ,6990 ,55729000 ,3730 ,29052000 ,,,,,,,,,,,,,,,,,
35,L8L,8940 ,136942000 ,5170 ,37334000 ,3000 ,20255000 ,,,,,,,,,,,,,,,,,
35,L8M,4240 ,75047000 ,2420 ,18538000 ,1380 ,9174000 ,,,,,,,,,,,,,,,,,
35,L8N,4770 ,79287000 ,2960 ,22485000 ,1690 ,11611000 ,,,,,,,,,,,,,,,,,
35,L8P,9590 ,263549000 ,5770 ,52900000 ,2750 ,25389000 ,,,,,,,,,,,,,,,,,
35,L8R,3590 ,68131000 ,2050 ,16424000 ,1160 ,9132000 ,,,,,,,,,,,,,,,,,
35,L8S,5670 ,158487000 ,3420 ,31767000 ,1570 ,14801000 ,,,,,,,,,,,,,,,,,
35,L8T,7940 ,205591000 ,4760 ,38909000 ,2330 ,17679000 ,,,,,,,,,,,,,,,,,
35,L8V,8170 ,183781000 ,4930 ,39460000 ,2680 ,18303000 ,,,,,,,,,,,,,,,,,
35,L8W,9770 ,216242000 ,5940 ,51056000 ,3010 ,23382000 ,,,,,,,,,,,,,,,,,
35,L9A,9950 ,231866000 ,6030 ,48722000 ,3040 ,24309000 ,,,,,,,,,,,,,,,,,
35,L9B,10810 ,321184000 ,6410 ,63829000 ,2950 ,28913000 ,,,,,,,,,,,,,,,,,
35,L9C,16600 ,443464000 ,9780 ,84578000 ,4630 ,41304000 ,,,,,,,,,,,,,,,,,
35,L9E,5270 ,91025000 ,3230 ,35922000 ,1710 ,17986000 ,,,,,,,,,,,,,,,,,
35,L9G,12460 ,472919000 ,7400 ,83397000 ,2710 ,31874000 ,,,,,,,,,,,,,,,,,
35,L9H,15550 ,574577000 ,9260 ,96238000 ,3470 ,36029000 ,,,,,,,,,,,,,,,,,
35,L9J,730 ,18479000 ,430 ,4782000 ,270 ,3063000 ,,,,,,,,,,,,,,,,,
35,L9K,6780 ,216910000 ,4020 ,48680000 ,1630 ,19322000 ,,,,,,,,,,,,,,,,,
35,L9L,7280 ,241091000 ,4170 ,43270000 ,1830 ,18171000 ,,,,,,,,,,,,,,,,,
35,L9M,6440 ,207414000 ,3670 ,36899000 ,1810 ,17711000 ,,,,,,,,,,,,,,,,,
35,L9N,8820 ,196089000 ,5150 ,52124000 ,2420 ,23596000 ,,,,,,,,,,,,,,,,,
35,L9P,8280 ,271640000 ,4650 ,48565000 ,2110 ,21147000 ,,,,,,,,,,,,,,,,,
35,L9R,10650 ,291279000 ,6290 ,55796000 ,3280 ,29666000 ,,,,,,,,,,,,,,,,,
35,L9S,12280 ,250267000 ,6970 ,63075000 ,3970 ,32523000 ,,,,,,,,,,,,,,,,,
35,L9T,42850 ,849506000 ,26460 ,243576000 ,13200 ,113937000 ,,,,,,,,,,,,,,,,,
35,L9V,6440 ,135046000 ,3810 ,31399000 ,2180 ,17188000 ,,,,,,,,,,,,,,,,,
35,L9W,20260 ,478626000 ,11970 ,105692000 ,6280 ,50973000 ,,,,,,,,,,,,,,,,,
35,L9X,5610 ,173127000 ,3300 ,32991000 ,1370 ,12048000 ,,,,,,,,,,,,,,,,,
35,L9Y,13560 ,511437000 ,8030 ,88445000 ,3350 ,38563000 ,,,,,,,,,,,,,,,,,
35,L9Z,11020 ,340462000 ,6170 ,62197000 ,3280 ,30577000 ,,,,,,,,,,,,,,,,,
35,M1B,30390 ,495358000 ,20620 ,142442000 ,10620 ,72261000 ,,,,,,,,,,,,,,,,,
35,M1C,19200 ,573374000 ,12070 ,116356000 ,4940 ,47933000 ,,,,,,,,,,,,,,,,,
35,M1E,21680 ,446825000 ,13990 ,103399000 ,7020 ,49807000 ,,,,,,,,,,,,,,,,,
35,M1G,12090 ,206333000 ,7970 ,58841000 ,4090 ,27922000 ,,,,,,,,,,,,,,,,,
35,M1H,10990 ,223884000 ,7210 ,58078000 ,3450 ,28797000 ,,,,,,,,,,,,,,,,,
35,M1J,15140 ,239203000 ,10130 ,70147000 ,5470 ,36751000 ,,,,,,,,,,,,,,,,,
35,M1K,20830 ,363794000 ,13870 ,97467000 ,7180 ,47871000 ,,,,,,,,,,,,,,,,,
35,M1L,14470 ,274052000 ,9520 ,76096000 ,4830 ,37190000 ,,,,,,,,,,,,,,,,,
35,M1M,10800 ,272141000 ,6600 ,58603000 ,3100 ,26481000 ,,,,,,,,,,,,,,,,,
35,M1N,10630 ,292083000 ,6330 ,61637000 ,3010 ,27580000 ,,,,,,,,,,,,,,,,,
35,M1P,19690 ,398747000 ,12830 ,102919000 ,6430 ,50201000 ,,,,,,,,,,,,,,,,,
35,M1R,13180 ,270902000 ,8310 ,62203000 ,4140 ,32580000 ,,,,,,,,,,,,,,,,,
35,M1S,19750 ,574231000 ,12440 ,119734000 ,4870 ,50408000 ,,,,,,,,,,,,,,,,,
35,M1T,16540 ,470305000 ,10380 ,91360000 ,4310 ,38474000 ,,,,,,,,,,,,,,,,,
35,M1V,27300 ,772566000 ,17130 ,151274000 ,6220 ,64873000 ,,,,,,,,,,,,,,,,,
35,M1W,24960 ,762450000 ,15740 ,152754000 ,6120 ,68802000 ,,,,,,,,,,,,,,,,,
35,M1X,7290 ,114090000 ,4980 ,37746000 ,2360 ,17339000 ,,,,,,,,,,,,,,,,,
35,M2H,13080 ,454965000 ,8130 ,89157000 ,2920 ,35739000 ,,,,,,,,,,,,,,,,,
35,M2J,29090 ,778964000 ,18660 ,175519000 ,7940 ,77090000 ,,,,,,,,,,,,,,,,,
35,M2K,13400 ,457038000 ,8530 ,91518000 ,3320 ,40167000 ,,,,,,,,,,,,,,,,,
35,M2L,6120 ,257913000 ,3680 ,40993000 ,1120 ,16471000 ,,,,,,,,,,,,,,,,,
35,M2M,16900 ,503803000 ,10830 ,111082000 ,4460 ,48987000 ,,,,,,,,,,,,,,,,,
35,M2N,38610 ,1274135000 ,24500 ,281984000 ,9280 ,116094000 ,,,,,,,,,,,,,,,,,
35,M2P,4300 ,191166000 ,2510 ,31651000 ,730 ,10687000 ,,,,,,,,,,,,,,,,,
35,M2R,18860 ,430683000 ,12580 ,99399000 ,6100 ,48121000 ,,,,,,,,,,,,,,,,,
35,M3A,14960 ,361413000 ,9520 ,81738000 ,4560 ,37887000 ,,,,,,,,,,,,,,,,,
35,M3B,7810 ,348567000 ,4630 ,53959000 ,1300 ,19019000 ,,,,,,,,,,,,,,,,,
35,M3C,16870 ,437344000 ,10850 ,93467000 ,4910 ,42174000 ,,,,,,,,,,,,,,,,,
35,M3H,18480 ,493897000 ,11640 ,104100000 ,5280 ,45175000 ,,,,,,,,,,,,,,,,,
35,M3J,12520 ,207149000 ,8100 ,56738000 ,4270 ,28056000 ,,,,,,,,,,,,,,,,,
35,M3K,3930 ,89663000 ,2420 ,20822000 ,1250 ,11631000 ,,,,,,,,,,,,,,,,,
35,M3L,7910 ,124632000 ,4990 ,34876000 ,2780 ,19059000 ,,,,,,,,,,,,,,,,,
35,M3M,10990 ,196999000 ,7040 ,45528000 ,3890 ,24103000 ,,,,,,,,,,,,,,,,,
35,M3N,15590 ,212252000 ,9770 ,59278000 ,5620 ,34150000 ,,,,,,,,,,,,,,,,,
35,M4A,6590 ,159716000 ,4140 ,33843000 ,2030 ,15954000 ,,,,,,,,,,,,,,,,,
35,M4B,8130 ,197722000 ,5050 ,43809000 ,2490 ,20278000 ,,,,,,,,,,,,,,,,,
35,M4C,20550 ,491299000 ,12870 ,111245000 ,5960 ,49175000 ,,,,,,,,,,,,,,,,,
35,M4E,12340 ,410060000 ,7210 ,82926000 ,2880 ,33613000 ,,,,,,,,,,,,,,,,,
35,M4G,10870 ,491041000 ,6590 ,75375000 ,2070 ,26477000 ,,,,,,,,,,,,,,,,,
35,M4H,4930 ,75965000 ,3160 ,21677000 ,1660 ,10804000 ,,,,,,,,,,,,,,,,,
35,M4J,16060 ,465507000 ,9410 ,96092000 ,4040 ,41782000 ,,,,,,,,,,,,,,,,,
35,M4K,14740 ,487591000 ,8740 ,90661000 ,3590 ,36527000 ,,,,,,,,,,,,,,,,,
35,M4L,15110 ,450976000 ,8910 ,93207000 ,3720 ,39838000 ,,,,,,,,,,,,,,,,,
35,M4M,12260 ,347768000 ,7460 ,84003000 ,3160 ,38814000 ,,,,,,,,,,,,,,,,,
35,M4N,8700 ,431146000 ,5370 ,63807000 ,1430 ,21921000 ,,,,,,,,,,,,,,,,,
35,M4P,11580 ,337169000 ,7610 ,74948000 ,3290 ,31623000 ,,,,,,,,,,,,,,,,,
35,M4R,6150 ,256533000 ,3760 ,42979000 ,1210 ,15483000 ,,,,,,,,,,,,,,,,,
35,M4S,14940 ,511112000 ,9540 ,100568000 ,3600 ,37596000 ,,,,,,,,,,,,,,,,,
35,M4T,6510 ,318583000 ,4030 ,45560000 ,1170 ,18349000 ,,,,,,,,,,,,,,,,,
35,M4V,10440 ,468907000 ,6480 ,71620000 ,2140 ,27328000 ,,,,,,,,,,,,,,,,,
35,M4W,8230 ,392471000 ,5030 ,58560000 ,1460 ,21359000 ,,,,,,,,,,,,,,,,,
35,M4X,8110 ,154133000 ,5410 ,38729000 ,2690 ,20103000 ,,,,,,,,,,,,,,,,,
35,M4Y,15640 ,421173000 ,10340 ,109190000 ,4530 ,48585000 ,,,,,,,,,,,,,,,,,
35,M5A,21470 ,531342000 ,13890 ,139682000 ,6640 ,66308000 ,,,,,,,,,,,,,,,,,
35,M5B,6670 ,171265000 ,4410 ,48520000 ,1930 ,21434000 ,,,,,,,,,,,,,,,,,
35,M5C,2230 ,88077000 ,1450 ,16153000 ,500 ,6693000 ,,,,,,,,,,,,,,,,,
35,M5E,6630 ,244995000 ,4490 ,58936000 ,1800 ,26866000 ,,,,,,,,,,,,,,,,,
35,M5G,5510 ,152019000 ,2970 ,36625000 ,1310 ,15510000 ,,,,,,,,,,,,,,,,,
35,M5H,1890 ,74614000 ,1250 ,15753000 ,430 ,4946000 ,,,,,,,,,,,,,,,,,
35,M5J,8830 ,308667000 ,5890 ,73118000 ,2260 ,30956000 ,,,,,,,,,,,,,,,,,
35,M5K,90 ,5482000 ,50 ,537000 ,10 ,167000 ,,,,,,,,,,,,,,,,,
35,M5L,30 ,1356000 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,
35,M5M,13900 ,603081000 ,8110 ,92493000 ,2390 ,31330000 ,,,,,,,,,,,,,,,,,
35,M5N,8250 ,331861000 ,5050 ,53529000 ,1700 ,20036000 ,,,,,,,,,,,,,,,,,
35,M5P,10760 ,470652000 ,6650 ,71773000 ,2150 ,25359000 ,,,,,,,,,,,,,,,,,
35,M5R,12970 ,554084000 ,7990 ,87932000 ,2710 ,35629000 ,,,,,,,,,,,,,,,,,
35,M5S,7290 ,248375000 ,4590 ,52630000 ,1640 ,20955000 ,,,,,,,,,,,,,,,,,
35,M5T,7900 ,208644000 ,4890 ,48172000 ,2090 ,22407000 ,,,,,,,,,,,,,,,,,
35,M5V,29300 ,798482000 ,19900 ,239423000 ,9000 ,113466000 ,,,,,,,,,,,,,,,,,
35,M5W,60 ,2961000 ,30 ,424000 ,10 ,121000 ,,,,,,,,,,,,,,,,,
35,M5X,50 ,2428000 ,20 ,236000 ,10 ,468000 ,,,,,,,,,,,,,,,,,
35,M6A,10220 ,204730000 ,6760 ,50889000 ,3560 ,25839000 ,,,,,,,,,,,,,,,,,
35,M6B,13390 ,362466000 ,8430 ,72688000 ,3840 ,32990000 ,,,,,,,,,,,,,,,,,
35,M6C,11940 ,380539000 ,7270 ,69789000 ,2980 ,28111000 ,,,,,,,,,,,,,,,,,
35,M6E,16970 ,344247000 ,10530 ,82833000 ,5230 ,39258000 ,,,,,,,,,,,,,,,,,
35,M6G,14920 ,482070000 ,8840 ,90845000 ,3470 ,36886000 ,,,,,,,,,,,,,,,,,
35,M6H,21010 ,543140000 ,12550 ,118168000 ,5700 ,52350000 ,,,,,,,,,,,,,,,,,
35,M6J,15550 ,443282000 ,9490 ,99321000 ,4050 ,42355000 ,,,,,,,,,,,,,,,,,
35,M6K,17820 ,358834000 ,11510 ,107949000 ,5810 ,54168000 ,,,,,,,,,,,,,,,,,
35,M6L,9150 ,204389000 ,5710 ,43492000 ,2870 ,21411000 ,,,,,,,,,,,,,,,,,
35,M6M,17310 ,294813000 ,11090 ,78913000 ,6180 ,41865000 ,,,,,,,,,,,,,,,,,
35,M6N,17050 ,340137000 ,10180 ,79836000 ,5250 ,41426000 ,,,,,,,,,,,,,,,,,
35,M6P,19380 ,563279000 ,11880 ,120001000 ,5180 ,56614000 ,,,,,,,,,,,,,,,,,
35,M6R,9280 ,281520000 ,5410 ,59501000 ,2320 ,26927000 ,,,,,,,,,,,,,,,,,
