Prov/Terr,FSA,Employment Income #,Employment Income $,Pension Income #,Pension Income $,Investment Income #,Investment Income $,Self-employment Income #,Self-employment Income $,Benefits Income #,Benefits Income $,Other Income #,Other Income $,,,,,,,,,,,
48,T0M,30890 ,1543445000 ,16250 ,361835000 ,18000 ,350263000 ,10150 ,80440000 ,15110 ,139690000 ,18350 ,167066000 ,,,,,,,,,,,
48,T0P,790 ,52454000 ,360 ,5700000 ,220 ,2367000 ,50 ,158000 ,570 ,6171000 ,790 ,9378000 ,,,,,,,,,,,
48,T0V,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,
48,T1A,12480 ,532552000 ,7710 ,178587000 ,6190 ,115948000 ,2190 ,24280000 ,7930 ,78809000 ,7580 ,66087000 ,,,,,,,,,,,
48,T1B,16520 ,883978000 ,8860 ,242370000 ,9590 ,168289000 ,2550 ,34473000 ,7490 ,69589000 ,9850 ,87424000 ,,,,,,,,,,,
48,T1C,5010 ,266284000 ,2130 ,60813000 ,2310 ,35039000 ,550 ,6063000 ,2140 ,21214000 ,2990 ,26751000 ,,,,,,,,,,,
48,T1G,5710 ,251449000 ,2120 ,46024000 ,2530 ,54783000 ,1150 ,15630000 ,2290 ,19318000 ,2870 ,19469000 ,,,,,,,,,,,
48,T1H,14340 ,635210000 ,6280 ,144688000 ,5030 ,47368000 ,1570 ,15562000 ,7680 ,75423000 ,7140 ,57292000 ,,,,,,,,,,,
48,T1J,13150 ,681452000 ,6010 ,155839000 ,7050 ,128229000 ,2560 ,40340000 ,6010 ,58327000 ,7030 ,58868000 ,,,,,,,,,,,
48,T1K,23250 ,1185539000 ,11440 ,353586000 ,12320 ,234972000 ,3260 ,47965000 ,9190 ,88914000 ,12840 ,108938000 ,,,,,,,,,,,
48,T1L,6020 ,215746000 ,1000 ,25199000 ,1840 ,59693000 ,590 ,7572000 ,3300 ,31324000 ,2950 ,23519000 ,,,,,,,,,,,
48,T1M,5240 ,254517000 ,2190 ,51496000 ,2530 ,49568000 ,980 ,12216000 ,2060 ,18260000 ,2370 ,19218000 ,,,,,,,,,,,
48,T1P,9010 ,475591000 ,4010 ,98721000 ,4000 ,80363000 ,1760 ,17601000 ,3810 ,35553000 ,5310 ,45894000 ,,,,,,,,,,,
48,T1R,9870 ,455078000 ,2790 ,63760000 ,3350 ,74872000 ,1200 ,14986000 ,4180 ,39386000 ,5660 ,43063000 ,,,,,,,,,,,
48,T1S,22250 ,1549084000 ,9120 ,285789000 ,13360 ,412467000 ,4200 ,55472000 ,7040 ,66132000 ,13630 ,178237000 ,,,,,,,,,,,
48,T1V,7950 ,388646000 ,4960 ,143872000 ,4550 ,84273000 ,1890 ,18742000 ,3840 ,32713000 ,5570 ,43294000 ,,,,,,,,,,,
48,T1W,9050 ,539303000 ,3310 ,121074000 ,5850 ,213184000 ,1970 ,35593000 ,3310 ,30794000 ,5670 ,61357000 ,,,,,,,,,,,
48,T1X,12130 ,757878000 ,3740 ,89453000 ,5900 ,119908000 ,1870 ,20648000 ,4350 ,43854000 ,7060 ,75240000 ,,,,,,,,,,,
48,T1Y,28120 ,1057290000 ,10310 ,194148000 ,8250 ,68314000 ,4250 ,30809000 ,16620 ,176552000 ,18370 ,162818000 ,,,,,,,,,,,
48,T1Z,730 ,34152000 ,240 ,3461000 ,410 ,8214000 ,150 ,1412000 ,290 ,3257000 ,460 ,4693000 ,,,,,,,,,,,
48,T2A,29540 ,1122507000 ,10510 ,184567000 ,6920 ,57952000 ,4090 ,31739000 ,18900 ,200535000 ,19310 ,172692000 ,,,,,,,,,,,
48,T2B,11140 ,450452000 ,4670 ,86087000 ,2860 ,22282000 ,1380 ,12257000 ,7340 ,76576000 ,6970 ,64686000 ,,,,,,,,,,,
48,T2C,11440 ,765239000 ,4460 ,111147000 ,5210 ,91849000 ,1400 ,17428000 ,5150 ,51515000 ,6510 ,69521000 ,,,,,,,,,,,
48,T2E,18830 ,1228231000 ,6440 ,149582000 ,9780 ,179121000 ,3000 ,62175000 ,9020 ,93447000 ,11200 ,116000000 ,,,,,,,,,,,
48,T2G,7910 ,583155000 ,3040 ,58041000 ,4180 ,100270000 ,1180 ,23634000 ,4460 ,49297000 ,4620 ,64005000 ,,,,,,,,,,,
48,T2H,5010 ,270873000 ,2300 ,57904000 ,2380 ,63663000 ,790 ,7292000 ,2590 ,25706000 ,3250 ,29921000 ,,,,,,,,,,,
48,T2J,21880 ,1458894000 ,11400 ,387453000 ,14460 ,376643000 ,3290 ,50480000 ,8200 ,79516000 ,14890 ,172216000 ,,,,,,,,,,,
48,T2K,17270 ,892661000 ,7510 ,197490000 ,8540 ,100585000 ,2630 ,31297000 ,8830 ,91943000 ,11070 ,108206000 ,,,,,,,,,,,
48,T2L,6960 ,429061000 ,3110 ,104713000 ,5020 ,104919000 ,1130 ,18703000 ,2310 ,22920000 ,4960 ,49013000 ,,,,,,,,,,,
48,T2M,11320 ,849345000 ,3270 ,95461000 ,6890 ,168301000 ,1940 ,25173000 ,4140 ,43005000 ,6960 ,100813000 ,,,,,,,,,,,
48,T2N,13070 ,1198418000 ,4240 ,138233000 ,9290 ,318055000 ,2340 ,61263000 ,3940 ,40886000 ,8420 ,151422000 ,,,,,,,,,,,
48,T2P,8740 ,827325000 ,3380 ,97041000 ,5920 ,541609000 ,1210 ,17230000 ,4390 ,55532000 ,4820 ,80795000 ,,,,,,,,,,,
48,T2R,10330 ,781307000 ,1840 ,47323000 ,4750 ,114994000 ,1490 ,27796000 ,3640 ,37398000 ,5120 ,53687000 ,,,,,,,,,,,
48,T2S,7770 ,877156000 ,2580 ,101511000 ,5690 ,372572000 ,1470 ,48890000 ,2430 ,25133000 ,5260 ,92132000 ,,,,,,,,,,,
48,T2T,15850 ,1678113000 ,4020 ,141378000 ,10600 ,511919000 ,2750 ,83314000 ,4820 ,49865000 ,9820 ,152623000 ,,,,,,,,,,,
48,T2V,16300 ,1119463000 ,8080 ,265477000 ,11040 ,447523000 ,2680 ,53587000 ,6640 ,66245000 ,11390 ,147374000 ,,,,,,,,,,,
48,T2W,20970 ,1182630000 ,9440 ,295559000 ,11750 ,225078000 ,3400 ,46375000 ,8950 ,90252000 ,13790 ,152937000 ,,,,,,,,,,,
48,T2X,29080 ,1852341000 ,7560 ,211994000 ,13240 ,210160000 ,4230 ,52995000 ,10020 ,100558000 ,16230 ,178296000 ,,,,,,,,,,,
48,T2Y,33730 ,1893871000 ,9880 ,264445000 ,14960 ,195624000 ,4910 ,51391000 ,12670 ,126175000 ,19730 ,261640000 ,,,,,,,,,,,
48,T2Z,39050 ,2488564000 ,8890 ,245595000 ,15810 ,277353000 ,5220 ,66529000 ,13390 ,133131000 ,21140 ,222846000 ,,,,,,,,,,,
48,T3A,27180 ,1686622000 ,12190 ,387997000 ,19820 ,394044000 ,4210 ,65273000 ,9310 ,95076000 ,19910 ,219049000 ,,,,,,,,,,,
48,T3B,18180 ,1219498000 ,8860 ,281111000 ,11560 ,243863000 ,2940 ,49135000 ,7720 ,76135000 ,12230 ,144036000 ,,,,,,,,,,,
48,T3C,12910 ,828177000 ,3640 ,97588000 ,6220 ,140683000 ,2070 ,38225000 ,5370 ,55853000 ,7670 ,150259000 ,,,,,,,,,,,
48,T3E,20750 ,1544766000 ,7760 ,222686000 ,12340 ,261799000 ,3360 ,61379000 ,8650 ,87917000 ,13180 ,147966000 ,,,,,,,,,,,
48,T3G,31090 ,1944890000 ,10830 ,314928000 ,17850 ,256917000 ,4590 ,56939000 ,10490 ,106209000 ,19920 ,208128000 ,,,,,,,,,,,
48,T3H,36780 ,3395633000 ,12430 ,406826000 ,27860 ,857579000 ,5680 ,119112000 ,9850 ,99449000 ,25860 ,396145000 ,,,,,,,,,,,
48,T3J,44850 ,1626514000 ,8360 ,95100000 ,10450 ,137256000 ,7010 ,45153000 ,20540 ,227397000 ,26700 ,226496000 ,,,,,,,,,,,
48,T3K,43490 ,2278272000 ,12510 ,270006000 ,18940 ,185972000 ,6090 ,59812000 ,17930 ,188865000 ,25930 ,251959000 ,,,,,,,,,,,
48,T3L,16070 ,1402986000 ,5180 ,182522000 ,10560 ,224890000 ,2320 ,42817000 ,4170 ,40677000 ,10080 ,121253000 ,,,,,,,,,,,
48,T3M,28280 ,2054085000 ,5260 ,150874000 ,12530 ,261037000 ,3810 ,55425000 ,8880 ,90910000 ,14800 ,153062000 ,,,,,,,,,,,
48,T3N,17140 ,726295000 ,1640 ,17014000 ,4040 ,41880000 ,2460 ,14748000 ,7000 ,74373000 ,9320 ,73821000 ,,,,,,,,,,,
48,T3P,13500 ,837475000 ,1800 ,34527000 ,5390 ,54758000 ,2010 ,18868000 ,4450 ,47091000 ,7180 ,65605000 ,,,,,,,,,,,
48,T3R,17710 ,1186202000 ,3330 ,81137000 ,8590 ,187498000 ,2670 ,32242000 ,5490 ,57901000 ,10340 ,116364000 ,,,,,,,,,,,
48,T3S,150 ,8438000 ,70 ,1392000 ,100 ,3867000 ,40 ,359000 ,60 ,491000 ,90 ,675000 ,,,,,,,,,,,
48,T3T,0 ,0 ,70 ,679000 ,0 ,0 ,0 ,0 ,140 ,1521000 ,230 ,2520000 ,,,,,,,,,,,
48,T3Z,5740 ,742002000 ,2400 ,93857000 ,5670 ,442665000 ,1160 ,25242000 ,1090 ,10387000 ,4800 ,105479000 ,,,,,,,,,,,
48,T4A,10730 ,649355000 ,3230 ,80230000 ,4350 ,70728000 ,1610 ,15702000 ,4090 ,40466000 ,5740 ,56139000 ,,,,,,,,,,,
48,T4B,29800 ,1801332000 ,7360 ,187181000 ,10760 ,155277000 ,4160 ,45590000 ,11250 ,111462000 ,16000 ,154042000 ,,,,,,,,,,,
48,T4C,18710 ,1231199000 ,7680 ,249020000 ,10500 ,222584000 ,3490 ,39866000 ,6420 ,61349000 ,11280 ,125955000 ,,,,,,,,,,,
48,T4E,2390 ,141438000 ,1280 ,30235000 ,2170 ,80082000 ,920 ,7224000 ,920 ,9093000 ,1740 ,17008000 ,,,,,,,,,,,
48,T4G,5920 ,287869000 ,3640 ,88759000 ,3710 ,63424000 ,1710 ,13359000 ,3010 ,27951000 ,4020 ,32406000 ,,,,,,,,,,,
48,T4H,6060 ,308126000 ,3370 ,84701000 ,3890 ,75105000 ,1580 ,14419000 ,2710 ,24748000 ,3470 ,29457000 ,,,,,,,,,,,
48,T4J,5770 ,290257000 ,2970 ,70785000 ,3330 ,57228000 ,1390 ,13708000 ,2690 ,25218000 ,3540 ,29255000 ,,,,,,,,,,,
48,T4L,9110 ,471283000 ,4180 ,103362000 ,5060 ,107899000 ,1650 ,16340000 ,3880 ,36941000 ,5440 ,47241000 ,,,,,,,,,,,
48,T4M,3890 ,230375000 ,610 ,12310000 ,1180 ,17557000 ,530 ,5628000 ,1620 ,16763000 ,1990 ,16949000 ,,,,,,,,,,,
48,T4N,14410 ,650460000 ,7370 ,179633000 ,6340 ,155024000 ,2080 ,23787000 ,9270 ,98921000 ,9250 ,89917000 ,,,,,,,,,,,
48,T4P,17450 ,870259000 ,5860 ,141323000 ,6260 ,98889000 ,2220 ,22158000 ,8620 ,88638000 ,10180 ,92923000 ,,,,,,,,,,,
48,T4R,20370 ,1160541000 ,7110 ,208508000 ,9590 ,176789000 ,2680 ,37479000 ,7760 ,79180000 ,12130 ,116409000 ,,,,,,,,,,,
48,T4S,10580 ,585770000 ,3760 ,89223000 ,4990 ,127505000 ,1500 ,20477000 ,4820 ,49220000 ,6410 ,67610000 ,,,,,,,,,,,
48,T4T,6950 ,374999000 ,3390 ,76060000 ,3950 ,95859000 ,1720 ,6860000 ,3750 ,34298000 ,4590 ,43530000 ,,,,,,,,,,,
48,T4V,10380 ,503349000 ,6170 ,164387000 ,5860 ,94090000 ,2050 ,21598000 ,5430 ,52042000 ,6330 ,50911000 ,,,,,,,,,,,
48,T4X,13840 ,920572000 ,3940 ,108184000 ,6470 ,133598000 ,2110 ,20938000 ,4760 ,47295000 ,7210 ,71895000 ,,,,,,,,,,,
48,T5A,16680 ,763409000 ,7250 ,180860000 ,5280 ,35875000 ,1730 ,13170000 ,10140 ,107712000 ,9660 ,87134000 ,,,,,,,,,,,
48,T5B,7080 ,304551000 ,3120 ,57494000 ,2170 ,12932000 ,930 ,8413000 ,5590 ,62515000 ,4670 ,46382000 ,,,,,,,,,,,
48,T5C,7240 ,317377000 ,3650 ,89794000 ,2640 ,22640000 ,840 ,6471000 ,5010 ,53481000 ,4650 ,43262000 ,,,,,,,,,,,
48,T5E,14700 ,681383000 ,6840 ,161262000 ,5590 ,48546000 ,1890 ,20507000 ,9580 ,103033000 ,9220 ,85515000 ,,,,,,,,,,,
48,T5G,6020 ,253409000 ,2240 ,40061000 ,1830 ,18254000 ,780 ,7738000 ,4350 ,49859000 ,3850 ,37234000 ,,,,,,,,,,,
48,T5H,12230 ,516391000 ,4830 ,82604000 ,3310 ,37540000 ,1620 ,17334000 ,10510 ,122446000 ,8370 ,82694000 ,,,,,,,,,,,
48,T5J,4070 ,292855000 ,2310 ,45949000 ,3880 ,302903000 ,520 ,12635000 ,3690 ,53627000 ,2260 ,26707000 ,,,,,,,,,,,
48,T5K,11560 ,702491000 ,4830 ,150613000 ,5780 ,138029000 ,1540 ,29521000 ,5230 ,56202000 ,6190 ,66171000 ,,,,,,,,,,,
48,T5L,8460 ,391342000 ,3590 ,85992000 ,3100 ,38212000 ,1080 ,9216000 ,4940 ,52266000 ,4960 ,46194000 ,,,,,,,,,,,
48,T5M,7320 ,397184000 ,3390 ,86261000 ,3170 ,41734000 ,1150 ,23548000 ,4320 ,45823000 ,4210 ,38610000 ,,,,,,,,,,,
48,T5N,7610 ,560296000 ,3100 ,106992000 ,4620 ,176944000 ,1240 ,41288000 ,2850 ,30086000 ,4410 ,50764000 ,,,,,,,,,,,
48,T5P,10050 ,421938000 ,4510 ,90377000 ,3150 ,25155000 ,1240 ,10754000 ,6980 ,73711000 ,6070 ,53179000 ,,,,,,,,,,,
48,T5R,12470 ,757113000 ,5700 ,182483000 ,6680 ,173374000 ,1670 ,31997000 ,5450 ,56685000 ,7390 ,77808000 ,,,,,,,,,,,
48,T5S,3960 ,263995000 ,1160 ,27347000 ,1410 ,23754000 ,450 ,7593000 ,1670 ,17341000 ,1910 ,18438000 ,,,,,,,,,,,
48,T5T,40990 ,2176072000 ,13130 ,351484000 ,15190 ,193237000 ,4850 ,53794000 ,18880 ,198762000 ,22950 ,212509000 ,,,,,,,,,,,
48,T5V,180 ,10195000 ,100 ,1856000 ,110 ,3629000 ,40 ,702000 ,100 ,1020000 ,130 ,2444000 ,,,,,,,,,,,
48,T5W,9300 ,450477000 ,4540 ,107798000 ,3500 ,33136000 ,1080 ,10527000 ,6370 ,70733000 ,5650 ,55545000 ,,,,,,,,,,,
48,T5X,20690 ,1021223000 ,8800 ,229670000 ,8110 ,80708000 ,2510 ,23539000 ,10730 ,113112000 ,12650 ,115255000 ,,,,,,,,,,,
48,T5Y,28620 ,1482414000 ,7160 ,158747000 ,8580 ,73253000 ,3050 ,30440000 ,12850 ,139003000 ,15040 ,133180000 ,,,,,,,,,,,
48,T5Z,18760 ,986550000 ,6090 ,132264000 ,7630 ,74337000 ,2040 ,19182000 ,8110 ,87100000 ,10320 ,94667000 ,,,,,,,,,,,
48,T6A,7430 ,440544000 ,3660 ,113433000 ,4220 ,55638000 ,1040 ,15535000 ,3270 ,33234000 ,4210 ,39894000 ,,,,,,,,,,,
48,T6B,4870 ,278096000 ,2560 ,74659000 ,2740 ,36884000 ,610 ,7345000 ,2380 ,23046000 ,2760 ,26329000 ,,,,,,,,,,,
48,T6C,10160 ,632052000 ,4540 ,126475000 ,5620 ,87308000 ,1530 ,30259000 ,4830 ,48965000 ,5620 ,55303000 ,,,,,,,,,,,
48,T6E,12370 ,690994000 ,3840 ,106986000 ,5640 ,118535000 ,1880 ,26880000 ,5120 ,52944000 ,6220 ,60677000 ,,,,,,,,,,,
48,T6G,5400 ,343639000 ,1800 ,76018000 ,3420 ,99859000 ,900 ,31808000 ,1400 ,14591000 ,2940 ,38505000 ,,,,,,,,,,,
48,T6H,14090 ,838831000 ,5630 ,191393000 ,7660 ,221596000 ,2030 ,42995000 ,5630 ,57846000 ,8180 ,79005000 ,,,,,,,,,,,
48,T6J,23420 ,1303356000 ,10620 ,353291000 ,13340 ,293445000 ,3270 ,47568000 ,9650 ,100562000 ,13920 ,131983000 ,,,,,,,,,,,
48,T6K,13740 ,602562000 ,5780 ,150988000 ,4940 ,41954000 ,1720 ,14106000 ,7740 ,81269000 ,8140 ,74480000 ,,,,,,,,,,,
48,T6L,26650 ,1208468000 ,10120 ,238631000 ,9080 ,106374000 ,3400 ,30376000 ,13330 ,137210000 ,15000 ,138534000 ,,,,,,,,,,,
48,T6M,17960 ,1192849000 ,5170 ,161057000 ,8730 ,269968000 ,2260 ,35491000 ,6060 ,63974000 ,9880 ,100199000 ,,,,,,,,,,,
48,T6N,40 ,1741000 ,30 ,544000 ,40 ,3124000 ,0 ,0 ,0 ,0 ,30 ,253000 ,,,,,,,,,,,
48,T6P,860 ,39243000 ,530 ,10335000 ,200 ,8736000 ,80 ,487000 ,630 ,6479000 ,490 ,4404000 ,,,,,,,,,,,
48,T6R,24170 ,1763803000 ,9100 ,317226000 ,16120 ,572262000 ,3450 ,80473000 ,7140 ,74518000 ,14770 ,160314000 ,,,,,,,,,,,
48,T6S,20 ,1471000 ,0 ,0 ,0 ,0 ,0 ,0 ,10 ,148000 ,0 ,0 ,,,,,,,,,,,
48,T6T,28340 ,1259007000 ,4100 ,67572000 ,7680 ,90808000 ,3790 ,28199000 ,10720 ,112936000 ,14990 ,121304000 ,,,,,,,,,,,
48,T6V,12060 ,647236000 ,2970 ,66902000 ,4280 ,55634000 ,1360 ,13685000 ,4690 ,49761000 ,6680 ,60824000 ,,,,,,,,,,,
48,T6W,42410 ,2676964000 ,7190 ,194420000 ,17300 ,309678000 ,5390 ,68579000 ,14540 ,154290000 ,21990 ,197235000 ,,,,,,,,,,,
48,T6X,27480 ,1545954000 ,3050 ,51008000 ,8290 ,120635000 ,3460 ,35506000 ,10160 ,107789000 ,13890 ,117158000 ,,,,,,,,,,,
48,T6Y,110 ,5222000 ,70 ,1648000 ,120 ,6489000 ,60 ,551000 ,40 ,344000 ,90 ,701000 ,,,,,,,,,,,
48,T7A,6840 ,364397000 ,2530 ,57870000 ,3270 ,69269000 ,1110 ,4580000 ,3050 ,30611000 ,3660 ,39939000 ,,,,,,,,,,,
48,T7E,7750 ,450646000 ,2770 ,60850000 ,3380 ,58579000 ,1000 ,5647000 ,3390 ,33902000 ,3620 ,37630000 ,,,,,,,,,,,
48,T7N,3880 ,176651000 ,2490 ,55281000 ,2750 ,43804000 ,1260 ,5753000 ,2090 ,19303000 ,2420 ,16609000 ,,,,,,,,,,,
48,T7P,3440 ,159057000 ,2330 ,52834000 ,2030 ,33571000 ,1040 ,5766000 ,2160 ,19889000 ,1930 ,15093000 ,,,,,,,,,,,
48,T7S,7330 ,419881000 ,1950 ,40472000 ,2670 ,52965000 ,770 ,6519000 ,2940 ,32432000 ,3520 ,40415000 ,,,,,,,,,,,
48,T7V,6230 ,376712000 ,2130 ,55083000 ,2510 ,33615000 ,520 ,4869000 ,2570 ,26078000 ,2930 ,32890000 ,,,,,,,,,,,
48,T7X,24430 ,1497553000 ,8760 ,241362000 ,9810 ,161858000 ,3010 ,32887000 ,10310 ,102680000 ,12310 ,122104000 ,,,,,,,,,,,
48,T7Y,9240 ,623023000 ,4240 ,117893000 ,5600 ,143384000 ,1790 ,17388000 ,3310 ,32959000 ,5020 ,58897000 ,,,,,,,,,,,
48,T7Z,9770 ,562247000 ,5060 ,138144000 ,4600 ,69306000 ,1490 ,14682000 ,4710 ,44543000 ,5160 ,52762000 ,,,,,,,,,,,
48,T8A,23100 ,1519983000 ,10960 ,399137000 ,13350 ,219176000 ,3000 ,38497000 ,7700 ,74502000 ,12520 ,132644000 ,,,,,,,,,,,
48,T8B,3860 ,332176000 ,1810 ,62770000 ,3060 ,166633000 ,690 ,13334000 ,930 ,8965000 ,2470 ,40506000 ,,,,,,,,,,,
48,T8C,2410 ,164899000 ,1050 ,31582000 ,1630 ,52579000 ,410 ,3317000 ,690 ,6806000 ,1370 ,16097000 ,,,,,,,,,,,
48,T8E,4370 ,301334000 ,1890 ,56439000 ,2710 ,58639000 ,780 ,5424000 ,1410 ,13351000 ,2390 ,25782000 ,,,,,,,,,,,
48,T8G,2580 ,172315000 ,1080 ,31157000 ,1360 ,26087000 ,480 ,1207000 ,910 ,8449000 ,1290 ,14554000 ,,,,,,,,,,,
48,T8H,17030 ,1142927000 ,6130 ,199043000 ,8080 ,107264000 ,1850 ,22634000 ,5760 ,57432000 ,8530 ,82134000 ,,,,,,,,,,,
48,T8L,15790 ,1032843000 ,5650 ,171767000 ,6870 ,88788000 ,1810 ,20671000 ,6100 ,60551000 ,8340 ,83265000 ,,,,,,,,,,,
48,T8N,36120 ,2367694000 ,17350 ,615930000 ,20020 ,359517000 ,4430 ,66472000 ,12100 ,117795000 ,19460 ,195815000 ,,,,,,,,,,,
48,T8R,8350 ,481207000 ,3360 ,86564000 ,3330 ,51066000 ,1310 ,9999000 ,3600 ,35568000 ,4250 ,41081000 ,,,,,,,,,,,
48,T8S,4900 ,287114000 ,1600 ,40595000 ,2110 ,38745000 ,750 ,9871000 ,1850 ,18846000 ,2490 ,26437000 ,,,,,,,,,,,
48,T8T,3950 ,297172000 ,1680 ,53515000 ,2830 ,111706000 ,690 ,8932000 ,1070 ,11046000 ,2160 ,28395000 ,,,,,,,,,,,
48,T8V,18590 ,968376000 ,5320 ,115457000 ,6010 ,115778000 ,2210 ,22766000 ,9480 ,100814000 ,9390 ,90372000 ,,,,,,,,,,,
48,T8W,12420 ,823759000 ,2330 ,58553000 ,5170 ,150759000 ,1430 ,17926000 ,4010 ,41184000 ,5700 ,62090000 ,,,,,,,,,,,
48,T8X,13580 ,846393000 ,2670 ,62211000 ,5070 ,111784000 ,1700 ,19149000 ,5030 ,51955000 ,6590 ,66096000 ,,,,,,,,,,,
48,T9A,7160 ,335826000 ,4220 ,96067000 ,3620 ,54316000 ,1460 ,12997000 ,4150 ,40066000 ,4140 ,35516000 ,,,,,,,,,,,
48,T9C,3330 ,167385000 ,2150 ,52673000 ,2050 ,35659000 ,960 ,8600000 ,1880 ,19370000 ,1970 ,16899000 ,,,,,,,,,,,
48,T9E,18250 ,1044106000 ,6320 ,167907000 ,6860 ,106295000 ,2080 ,19184000 ,8580 ,86574000 ,10890 ,93543000 ,,,,,,,,,,,
48,T9G,3610 ,193779000 ,1600 ,44655000 ,1490 ,22380000 ,450 ,4159000 ,1640 ,15356000 ,1890 ,16828000 ,,,,,,,,,,,
48,T9H,16630 ,1453575000 ,2820 ,66559000 ,5580 ,53893000 ,1270 ,10253000 ,6490 ,70232000 ,8800 ,84298000 ,,,,,,,,,,,
48,T9J,2100 ,204962000 ,250 ,5701000 ,750 ,3628000 ,130 ,1698000 ,720 ,7733000 ,1030 ,7952000 ,,,,,,,,,,,
48,T9K,24750 ,2692368000 ,2680 ,57292000 ,10650 ,72273000 ,1720 ,14794000 ,7980 ,87057000 ,12520 ,103154000 ,,,,,,,,,,,
48,T9M,10350 ,654498000 ,3400 ,91460000 ,3910 ,41510000 ,950 ,6688000 ,3670 ,37927000 ,5000 ,48689000 ,,,,,,,,,,,
48,T9N,6240 ,361622000 ,2280 ,52110000 ,3400 ,62459000 ,980 ,4809000 ,2790 ,28922000 ,3640 ,33391000 ,,,,,,,,,,,
48,T9S,3800 ,212321000 ,1980 ,49185000 ,2220 ,36522000 ,900 ,1152000 ,1620 ,15961000 ,2010 ,19707000 ,,,,,,,,,,,
48,T9V,11850 ,689655000 ,4380 ,104391000 ,7170 ,167682000 ,2030 ,25731000 ,4860 ,49505000 ,7180 ,66346000 ,,,,,,,,,,,
48,T9W,4540 ,229584000 ,2000 ,48919000 ,2450 ,38236000 ,830 ,10012000 ,1720 ,17193000 ,2280 ,20041000 ,,,,,,,,,,,
48,T9X,3080 ,153560000 ,1530 ,36886000 ,2040 ,39432000 ,970 ,8417000 ,1230 ,11011000 ,1780 ,13851000 ,,,,,,,,,,,
TOTAL,,2191850 ,128468131000 ,808130 ,21175201000 ,1052070 ,21580162000 ,361730 ,4193517000 ,948720 ,9672993000 ,1282350 ,13026164000 ,,,,,,,,,,,
59,V0A,8190 ,368235000 ,4000 ,109047000 ,4400 ,55371000 ,1770 ,32026000 ,3890 ,35046000 ,4270 ,37552000 ,,,,,,,,,,,
59,V0B,16990 ,888516000 ,11510 ,298380000 ,10790 ,128012000 ,3510 ,44137000 ,8660 ,76506000 ,9110 ,81486000 ,,,,,,,,,,,
59,V0C,12460 ,756850000 ,4720 ,95832000 ,5090 ,78680000 ,3050 ,23572000 ,5370 ,51969000 ,6350 ,55263000 ,,,,,,,,,,,
59,V0E,31880 ,1371651000 ,24670 ,595124000 ,18410 ,267441000 ,8190 ,82119000 ,21230 ,190542000 ,20350 ,162648000 ,,,,,,,,,,,
59,V0G,12800 ,575560000 ,9230 ,226563000 ,7710 ,87553000 ,3200 ,47739000 ,7610 ,72666000 ,7790 ,68118000 ,,,,,,,,,,,
59,V0H,24070 ,996698000 ,25330 ,691443000 ,18990 ,280404000 ,6590 ,85018000 ,15980 ,132873000 ,16950 ,145122000 ,,,,,,,,,,,
59,V0J,24160 ,1203950000 ,12650 ,278505000 ,9840 ,128840000 ,4930 ,54527000 ,14440 ,130873000 ,12620 ,105876000 ,,,,,,,,,,,
59,V0K,13260 ,564218000 ,12830 ,293786000 ,7380 ,75570000 ,3280 ,28481000 ,10480 ,93547000 ,9020 ,87225000 ,,,,,,,,,,,
59,V0L,1310 ,53723000 ,1500 ,28060000 ,730 ,10125000 ,620 ,2913000 ,1330 ,12408000 ,1290 ,14696000 ,,,,,,,,,,,
59,V0M,4820 ,205322000 ,4080 ,102848000 ,2840 ,36269000 ,1110 ,14853000 ,3040 ,28159000 ,2640 ,23443000 ,,,,,,,,,,,
59,V0N,32390 ,1621466000 ,23510 ,657032000 ,22730 ,466802000 ,10200 ,178829000 ,17100 ,160381000 ,21390 ,197345000 ,,,,,,,,,,,
59,V0P,2540 ,94236000 ,2800 ,64391000 ,1850 ,23644000 ,940 ,10831000 ,2280 ,20877000 ,2050 ,17779000 ,,,,,,,,,,,
59,V0R,30980 ,1382710000 ,25840 ,720476000 ,21050 ,352596000 ,8780 ,135334000 ,17840 ,164664000 ,22480 ,183639000 ,,,,,,,,,,,
59,V0S,130 ,5144000 ,140 ,3260000 ,90 ,1143000 ,40 ,332000 ,110 ,1211000 ,110 ,822000 ,,,,,,,,,,,
59,V0T,2860 ,120424000 ,2090 ,41395000 ,1220 ,10563000 ,730 ,8873000 ,2250 ,21707000 ,1980 ,17810000 ,,,,,,,,,,,
59,V0V,530 ,21561000 ,390 ,5077000 ,110 ,548000 ,80 ,86000 ,560 ,5470000 ,350 ,2830000 ,,,,,,,,,,,
59,V0W,150 ,6652000 ,190 ,3749000 ,110 ,2670000 ,70 ,583000 ,120 ,981000 ,120 ,936000 ,,,,,,,,,,,
59,V0X,9210 ,403863000 ,8460 ,191239000 ,5340 ,80566000 ,2200 ,27553000 ,6870 ,63299000 ,5210 ,45662000 ,,,,,,,,,,,
59,V1A,4420 ,208803000 ,2780 ,83888000 ,2450 ,23105000 ,830 ,15574000 ,2150 ,20201000 ,2400 ,22591000 ,,,,,,,,,,,
59,V1B,11420 ,596007000 ,7110 ,217687000 ,7910 ,182329000 ,2490 ,43662000 ,4750 ,41790000 ,6870 ,55945000 ,,,,,,,,,,,
