FSA,Employment Income #,Employment Income $,EmploymentIncomePP,Pension Income #,Pension Income $,PensionIncomePP,Investment Income #,Investment Income $,InvestmentIncomePP,Self-employment Income #,Self-employment Income $,SelfEmpIncomePP,Benefits Income #,Benefits Income $,BenefitIncomePP,Other Income #,Other Income $,OtherIncomePP
N6B,4910,201965000,41133,2190,51311000,1247,1720,21850000,12703,710,11404000,16062,3590,35305000,9834,2810,26263000,9346
N6C,15900,758483000,47703,7760,236946000,4967,7270,95258000,13103,2500,55611000,22244,7350,68799000,9360,8500,80946000,9523
N6E,13000,488252000,37558,6010,138526000,3688,4120,17719000,4301,1890,20781000,10995,7960,79073000,9934,7020,61519000,8763
N6G,23920,1243811000,51999,9610,340025000,6539,13110,244251000,18631,4620,98341000,21286,8050,76840000,9545,14460,134718000,9317
N6H,20760,986225000,47506,10740,367129000,7728,11030,197157000,17875,3850,67521000,17538,8500,75658000,8901,12040,118861000,9872
N6J,12870,538820000,41866,8190,230541000,5507,5890,61120000,10377,1980,32287000,16307,7700,70375000,9140,7350,62364000,8485
N6K,18250,1058416000,57995,11280,434451000,7491,11690,228712000,19565,2970,78903000,26567,6410,58228000,9084,11230,118478000,10550
N6L,2320,112552000,48514,600,13902000,287,840,12319000,14665,500,7657000,15314,970,9740000,10041,1330,12653000,9514
N6M,4360,211529000,48516,1220,32028000,660,1570,18918000,12050,680,7880000,11588,1610,15378000,9552,2130,18533000,8701
N6N,360,18744000,52067,210,5457000,105,250,7083000,28332,110,1453000,13209,150,1174000,7827,200,1316000,6580
N6P,5540,347759000,62772,2590,92284000,1470,3370,81151000,24080,1010,20985000,20777,1660,14707000,8860,3100,29941000,9658
N7A,5760,267110000,46373,5050,151629000,3270,4130,47669000,11542,1120,17097000,15265,2920,23812000,8155,3350,27885000,8324
N7G,9900,456726000,46134,5800,152502000,3306,5110,59052000,11556,1500,24034000,16023,5090,39760000,7811,5020,42153000,8397
N7L,12330,514237000,41706,8610,236722000,5676,5770,55581000,9633,1530,21548000,14084,7460,64793000,8685,6380,58453000,9162
N7M,12250,514218000,41977,7380,201447000,4799,5840,88697000,15188,1970,31709000,16096,7240,66307000,9158,6530,64036000,9806
N7S,14920,754367000,50561,8280,296663000,5867,7470,83753000,11212,1470,27514000,18717,6870,65050000,9469,8100,72787000,8986
N7T,12040,462824000,38441,7750,218638000,5688,4840,50494000,10433,1300,16019000,12322,9000,86495000,9611,6810,63671000,9350
N7V,5850,290601000,49675,4650,173764000,3498,3800,58546000,15407,650,14935000,22977,2800,25934000,9262,3460,38130000,11020
N7W,1060,55990000,52821,1510,58103000,1100,1070,9142000,8544,140,2048000,14629,480,4005000,8344,800,6471000,8089
N7X,590,44948000,76183,440,19449000,255,560,28176000,50314,100,3677000,36770,140,1394000,9957,400,5366000,13415
N8A,5820,235031000,40383,4420,100054000,2478,2560,30064000,11744,910,11020000,12110,4630,39915000,8621,3220,27642000,8584
N8H,14130,574218000,40638,7070,188547000,4640,5700,94159000,16519,1850,30642000,16563,6950,58940000,8481,6410,47717000,7444
N8M,6350,293449000,46212,3320,97605000,2112,2660,20109000,7560,960,11838000,12331,3380,29542000,8740,3380,30437000,9005
N8N,13810,755850000,54732,7820,276445000,5051,7690,164694000,21417,1750,40973000,23413,5740,52786000,9196,8330,79980000,9601
N8P,7460,366997000,49195,4080,142680000,2900,3760,36179000,9622,870,18258000,20986,3350,33293000,9938,4490,37651000,8386
N8R,6760,266999000,39497,3180,90168000,2283,2290,13080000,5712,690,6951000,10074,3940,39913000,10130,3740,30752000,8222
N8S,11600,483888000,41714,7270,227564000,5455,4770,61685000,12932,1210,17952000,14836,6740,63251000,9384,6760,62768000,9285
N8T,8250,286249000,34697,4670,113753000,3278,2520,12349000,4900,860,9353000,10876,6520,64353000,9870,5010,41005000,8185
N8V,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N8W,13140,531896000,40479,5920,155976000,3853,4190,27642000,6597,1400,15770000,11264,7840,76898000,9808,7330,59703000,8145
N8X,7750,269611000,34789,3650,83395000,2397,2330,14066000,6037,880,10008000,11373,6120,63967000,10452,4670,40941000,8767
N8Y,9170,351794000,38364,5250,149602000,3900,3310,40064000,12104,970,14007000,14440,6550,65899000,10061,5730,51503000,8988
N9A,9970,312917000,31386,5200,98436000,3136,2780,21382000,7691,1470,15379000,10462,10130,109249000,10785,6810,64849000,9523
N9B,10660,318532000,29881,3000,66013000,2209,2610,16371000,6272,1440,10194000,7079,5550,59477000,10717,5670,48407000,8537
N9C,6130,175133000,28570,2240,48498000,1698,1280,4052000,3166,700,5522000,7889,4170,42974000,10306,3440,29717000,8639
N9E,11260,567102000,50364,5490,183148000,3636,5790,67240000,11613,1600,27917000,17448,4950,49636000,10027,6650,62146000,9345
N9G,10710,555038000,51824,4290,135693000,2618,5400,56138000,10396,1510,24677000,16342,4390,43434000,9894,6500,59869000,9211
N9H,6700,399807000,59673,3650,125851000,2109,4240,68234000,16093,860,22828000,26544,2620,24178000,9228,4070,41755000,10259
N9J,11760,706121000,60044,5030,165658000,2759,5740,69825000,12165,1250,33007000,26406,4540,42140000,9282,6180,56984000,9221
N9K,1590,93452000,58775,570,16473000,280,780,9168000,11754,200,3470000,17350,640,6265000,9789,920,8584000,9330
N9V,11680,592789000,50752,6600,204488000,4029,5370,64811000,12069,1420,24501000,17254,5600,50138000,8953,6440,62967000,9777
N9Y,7900,402226000,50915,4970,163660000,3214,4090,64506000,15772,1260,23405000,18575,3540,28904000,8165,4340,41404000,9540
P0A,7190,268163000,37297,6860,179985000,4826,4310,51428000,11932,1660,19265000,11605,5390,46694000,8663,4580,45688000,9976
P0B,4420,200405000,45340,2950,94444000,2083,2620,70178000,26785,1150,26307000,22876,2130,17241000,8094,2640,23809000,9019
P0C,1720,71146000,41364,1470,44421000,1074,1110,27149000,24459,390,9265000,23756,990,8046000,8127,1140,12468000,10937
P0E,1600,70258000,43911,1150,33779000,769,850,15236000,17925,330,4580000,13879,890,7910000,8888,930,8904000,9574
P0G,1350,63421000,46979,1270,37278000,794,910,18822000,20684,280,4953000,17689,880,7717000,8769,860,9130000,10616
P0H,15360,706588000,46002,11190,293173000,6373,6870,63537000,9248,2870,32476000,11316,9430,86607000,9184,7740,77585000,10024
P0J,9940,481804000,48471,6760,165479000,3414,5140,44577000,8673,1720,23406000,13608,6230,53826000,8640,4300,39738000,9241
P0K,5080,265993000,52361,3920,105895000,2022,2240,13598000,6071,690,6049000,8767,3120,29779000,9545,2540,29578000,11645
P0L,9440,460319000,48763,6250,144821000,2970,4180,34828000,8332,1070,16729000,15635,6770,61571000,9095,4820,46961000,9743
P0M,26030,1312955000,50440,15940,444647000,8815,10680,76993000,7209,2390,24303000,10169,13720,127534000,9295,12260,102175000,8334
P0N,4960,276128000,55671,2320,59747000,1073,1760,12498000,7101,400,4753000,11883,2450,24299000,9918,2060,21373000,10375
P0P,6720,260938000,38830,6550,168790000,4347,3590,35594000,9915,1430,13649000,9545,5600,51040000,9114,4390,42794000,9748
P0R,5440,227761000,41868,5100,138556000,3309,2850,23761000,8337,1150,12036000,10466,3780,34546000,9139,3000,29049000,9683
P0S,5230,246657000,47162,3310,87395000,1853,1940,14174000,7306,690,6317000,9155,2990,29236000,9778,2400,22187000,9245
P0T,14070,687352000,48852,9530,249426000,5106,5950,40680000,6837,1640,16386000,9991,8550,81400000,9520,7030,83273000,11845
P0V,5060,263939000,52162,2960,62691000,1202,2030,16532000,8144,520,5209000,10017,3870,36745000,9495,2450,30076000,12276
P0W,2730,128033000,46899,1800,45240000,965,1280,14200000,11094,800,7567000,9459,1550,13262000,8556,1330,11300000,8496
P0X,2390,111886000,46814,2060,62879000,1343,1540,22037000,14310,390,5982000,15338,1560,14305000,9170,1640,14357000,8754
P0Y,20,456000,22800,40,1503000,66,0,0,0,0,0,0,10,129000,12900,20,133000,6650
P1A,8180,352800000,43130,5230,161795000,3751,3430,30254000,8820,920,13831000,15034,4650,45080000,9695,4080,40121000,9834
P1B,15920,674923000,42395,9830,282943000,6674,6540,61493000,9403,2020,33076000,16374,9730,93939000,9655,7980,74335000,9315
P1C,1930,134332000,69602,850,36637000,526,1070,28501000,26636,260,11132000,42815,410,3983000,9715,920,8624000,9374
P1H,8400,354518000,42205,5970,184925000,4382,5100,95404000,18707,1840,36130000,19636,4470,37398000,8366,5170,50369000,9743
P1L,8560,378881000,44262,6110,194878000,4403,4800,76954000,16032,1660,35573000,21430,4220,35093000,8316,4830,46645000,9657
P1P,4340,167923000,38692,3800,113970000,2946,2410,40663000,16873,800,11999000,14999,2880,25112000,8719,2640,25311000,9588
P2A,6330,262146000,41413,4970,143715000,3470,3630,54111000,14907,1100,23734000,21576,3760,31902000,8485,3540,30739000,8683
P2B,4260,182499000,42840,3630,93434000,2181,2040,20281000,9942,480,6832000,14233,3300,31608000,9578,2260,20266000,8967
P2N,3200,172999000,54062,2100,51335000,950,1210,9409000,7776,270,3419000,12663,2130,20271000,9517,1560,14983000,9604
P3A,12700,590267000,46478,7560,254406000,5474,6040,54371000,9002,1230,21712000,17652,5920,54255000,9165,6430,51449000,8001
P3B,8200,376561000,45922,4020,112410000,2448,3210,33265000,10363,740,12563000,16977,4840,47084000,9728,4220,36822000,8726
P3C,7980,287755000,36060,3800,91237000,2530,2500,18140000,7256,780,9278000,11895,6020,60268000,10011,4300,38391000,8928
P3E,14310,820601000,57345,8660,314819000,5490,8540,194653000,22793,1640,43447000,26492,5820,53575000,9205,8070,73169000,9067
P3G,2300,152672000,66379,1220,43254000,652,1350,42539000,31510,270,5518000,20437,710,6450000,9085,1180,12239000,10372
P3L,4620,252092000,54565,1910,55918000,1025,1630,19863000,12186,350,5657000,16163,1900,17432000,9175,2060,16913000,8210
P3N,4480,252293000,56315,2240,63493000,1127,1740,11279000,6482,360,5756000,15989,1960,18312000,9343,1900,15707000,8267
P3P,8800,493974000,56133,3980,115479000,2057,3170,19333000,6099,710,8204000,11555,3590,32153000,8956,3640,28901000,7940
P3Y,4340,258324000,59522,2230,77730000,1306,1860,22087000,11875,340,5695000,16750,1400,12724000,9089,2020,15910000,7876
P4N,12850,636192000,49509,7070,172237000,3479,5200,57073000,10976,1100,27598000,25089,7440,70576000,9486,5650,59309000,10497
P4P,1810,103434000,57146,730,20001000,350,650,8473000,13035,150,2562000,17080,790,7682000,9724,750,7628000,10171
P4R,2700,165142000,61164,1070,26079000,426,1150,19974000,17369,280,4044000,14443,1100,10086000,9169,1110,12110000,10910
P5A,3750,138430000,36915,5700,139360000,3775,2110,14220000,6739,390,6167000,15813,4440,39550000,8908,2590,24335000,9396
P5E,2670,121197000,45392,1980,60023000,1322,1160,7809000,6732,220,3236000,14709,1410,12609000,8943,1240,10033000,8091
P5N,4250,195263000,45944,2910,78736000,1714,1630,16450000,10092,390,10209000,26177,2480,22361000,9017,1770,15707000,8874
P6A,17410,785969000,45145,11270,351375000,7783,7610,118650000,15591,1620,28496000,17590,9610,94471000,9830,8940,97457000,10901
P6B,11550,472592000,40917,8030,247703000,6054,5380,59063000,10978,1080,16887000,15636,6580,62083000,9435,5820,53564000,9203
P6C,10130,405850000,40064,6030,153291000,3826,3420,17091000,4997,680,7138000,10497,6040,60211000,9969,4620,44406000,9612
P7A,13750,636944000,46323,9110,284831000,6149,6240,56503000,9055,1360,21803000,16032,7360,68554000,9314,7110,62674000,8815
P7B,11080,503995000,45487,6450,208537000,4585,5390,74499000,13822,1180,22347000,18938,5960,55294000,9278,5960,52139000,8748
P7C,10420,436723000,41912,6170,185341000,4422,4240,31713000,7479,940,13124000,13962,5960,56698000,9513,5290,45644000,8628
P7E,10090,430304000,42647,6190,182964000,4290,3760,26450000,7035,840,11520000,13714,5990,56025000,9353,5120,43102000,8418
P7G,7020,403018000,57410,3510,115540000,2013,3650,54537000,14942,750,17517000,23356,2560,24745000,9666,3460,33788000,9765
P7J,2370,139638000,58919,1330,46195000,784,1220,18697000,15325,270,5236000,19393,940,9064000,9643,1340,13994000,10443
P7K,3570,208377000,58369,2270,78144000,1339,2040,36315000,17801,380,8747000,23018,1250,11342000,9074,1800,15683000,8713
P7L,1050,55232000,52602,650,19320000,367,450,6145000,13656,180,2757000,15317,520,4910000,9442,470,3980000,8468
P8N,5690,272501000,47891,3440,101131000,2112,2320,23572000,10160,600,8911000,14852,2570,23550000,9163,2730,22125000,8104
P8T,2650,144676000,54595,1020,29526000,541,990,16224000,16388,280,8964000,32014,920,9397000,10214,1070,8439000,7887
P9A,4750,236635000,49818,3100,97593000,1959,2080,30251000,14544,560,8063000,14398,2270,20218000,8907,2260,19040000,8425
P9N,7030,343170000,48815,4160,131210000,2688,3410,35756000,10486,860,18878000,21951,3160,28708000,9085,3330,28519000,8564
